DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Commuter,Departure,Domestic,258
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,1830
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Scheduled,Arrival,International,11
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,1824
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Scheduled,Departure,International,10
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Charter,Arrival,Domestic,9
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Charter,Departure,Domestic,10
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Commuter,Arrival,Domestic,252
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Commuter,Departure,Domestic,252
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,1874
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Scheduled,Arrival,International,30
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,1868
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Scheduled,Departure,International,30
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Charter,Arrival,Domestic,2
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,245
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Commuter,Departure,Domestic,245
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1846
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Scheduled,Arrival,International,31
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1846
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Scheduled,Departure,International,31
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Charter,Arrival,Domestic,4
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,231
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Commuter,Departure,Domestic,231
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1680
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Scheduled,Arrival,International,13
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1682
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Scheduled,Departure,International,14
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Charter,Arrival,Domestic,8
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Charter,Departure,Domestic,10
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,268
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Commuter,Departure,Domestic,268
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1976
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Scheduled,Arrival,International,13
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1942
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Scheduled,Departure,International,12
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Charter,Arrival,Domestic,9
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Charter,Departure,Domestic,16
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Charter,Departure,International,1
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,227
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Commuter,Departure,Domestic,227
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1866
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Scheduled,Arrival,International,29
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1863
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Scheduled,Departure,International,29
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Charter,Arrival,Domestic,19
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Charter,Departure,Domestic,9
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,243
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Commuter,Departure,Domestic,243
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1877
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Scheduled,Arrival,International,31
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1877
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Scheduled,Departure,International,31
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Charter,Departure,Domestic,9
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,258
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Commuter,Departure,Domestic,258
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1807
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Scheduled,Arrival,International,30
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1812
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Scheduled,Departure,International,30
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Charter,Arrival,Domestic,1
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Charter,Departure,Domestic,1
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,254
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Commuter,Departure,Domestic,254
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1883
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Scheduled,Arrival,International,30
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1881
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Scheduled,Departure,International,31
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Charter,Arrival,Domestic,8
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Charter,Departure,Domestic,8
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,267
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Commuter,Departure,Domestic,267
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1853
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Scheduled,Arrival,International,30
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1851
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Scheduled,Departure,International,29
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Charter,Arrival,Domestic,2
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Charter,Departure,Domestic,2
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,140
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Commuter,Departure,Domestic,140
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1684
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Scheduled,Arrival,International,29
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1679
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Scheduled,Departure,International,29
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Charter,Arrival,Domestic,8
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,155
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Commuter,Departure,Domestic,155
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1830
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Scheduled,Arrival,International,31
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1829
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Scheduled,Departure,International,31
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Charter,Departure,International,1
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,144
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Commuter,Departure,Domestic,144
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1777
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Scheduled,Arrival,International,30
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1777
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Scheduled,Departure,International,30
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Charter,Arrival,Domestic,6
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Commuter,Arrival,Domestic,126
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Commuter,Departure,Domestic,126
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Scheduled,Arrival,Domestic,1871
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Scheduled,Arrival,International,31
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Scheduled,Departure,Domestic,1865
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Scheduled,Departure,International,31
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Charter,Departure,Domestic,2
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,122
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Commuter,Departure,Domestic,122
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1790
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Scheduled,Arrival,International,20
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1791
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Scheduled,Departure,International,21
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Charter,Arrival,Domestic,8
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Charter,Departure,Domestic,9
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,115
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Commuter,Departure,Domestic,115
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1643
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Scheduled,Arrival,International,16
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1637
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Scheduled,Departure,International,16
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Charter,Arrival,International,2
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Charter,Departure,Domestic,5
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Charter,Departure,International,2
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,117
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Commuter,Departure,Domestic,117
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1818
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1819
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Scheduled,Departure,International,18
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Charter,Arrival,Domestic,7
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Charter,Departure,Domestic,7
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,117
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Commuter,Departure,Domestic,117
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1739
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Scheduled,Arrival,International,24
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1739
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Scheduled,Departure,International,24
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Charter,Departure,Domestic,3
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,121
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Commuter,Departure,Domestic,121
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1802
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Scheduled,Arrival,International,16
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1802
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Scheduled,Departure,International,16
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Charter,Arrival,Domestic,30
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Charter,Departure,Domestic,25
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,114
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Commuter,Departure,Domestic,114
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1761
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Scheduled,Arrival,International,24
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1761
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Scheduled,Departure,International,24
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Charter,Arrival,Domestic,3
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Charter,Departure,Domestic,9
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,124
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Commuter,Departure,Domestic,124
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1854
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Scheduled,Arrival,International,31
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1855
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Scheduled,Departure,International,31
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Charter,Arrival,Domestic,11
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Charter,Departure,Domestic,11
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,122
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Commuter,Departure,Domestic,122
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1819
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Arrival,International,26
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1816
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Departure,International,26
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Charter,Departure,Domestic,4
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,124
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Commuter,Departure,Domestic,124
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1638
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1638
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Departure,International,18
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Charter,Arrival,Domestic,10
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Charter,Departure,Domestic,10
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,126
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Commuter,Departure,Domestic,126
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1714
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1710
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Departure,International,18
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Charter,Departure,Domestic,7
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,140
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Commuter,Departure,Domestic,140
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1615
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1614
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Departure,International,17
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Charter,Arrival,Domestic,3
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Charter,Departure,Domestic,4
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,151
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Commuter,Departure,Domestic,151
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1630
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Arrival,International,28
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1630
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Departure,International,28
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Charter,Arrival,Domestic,2
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Charter,Departure,Domestic,3
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,141
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Commuter,Departure,Domestic,141
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1624
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Arrival,International,19
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1622
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Departure,International,19
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Charter,Arrival,Domestic,6
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,138
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Commuter,Departure,Domestic,138
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1508
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Arrival,International,16
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1507
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Departure,International,16
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,185
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Commuter,Departure,Domestic,185
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1671
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Arrival,International,22
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1670
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Departure,International,22
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Charter,Arrival,Domestic,21
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Charter,Departure,Domestic,22
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,179
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Commuter,Departure,Domestic,179
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1571
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Arrival,International,19
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1570
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Departure,International,20
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Charter,Arrival,Domestic,12
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Charter,Departure,Domestic,10
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,181
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Commuter,Departure,Domestic,181
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1605
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1603
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Departure,International,17
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Charter,Arrival,Domestic,23
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Charter,Departure,Domestic,24
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,190
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Commuter,Departure,Domestic,190
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1627
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Arrival,International,17
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1624
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Departure,International,17
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Arrival,Domestic,12
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Arrival,International,2
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Departure,International,1
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,193
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Commuter,Departure,Domestic,193
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1666
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Arrival,International,21
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1671
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Departure,International,22
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Charter,Arrival,Domestic,4
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Charter,Departure,Domestic,5
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,192
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Commuter,Departure,Domestic,192
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1632
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Arrival,International,21
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1629
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Departure,International,21
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,181
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Commuter,Departure,Domestic,181
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1520
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1517
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Departure,International,18
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Charter,Arrival,Domestic,6
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Charter,Arrival,International,1
