Zip,Department,Employee Count,Location 1
90746,Information Technology Agency,1,"90746
(33.858880549000446, -118.2610096089997)"
90755,Information Technology Agency,2,"90755
(33.79976240400049, -118.1668794099997)"
90805,Information Technology Agency,2,"90805
(33.86281277900048, -118.17910625599967)"
90807,Information Technology Agency,2,"90807
(33.83250202000045, -118.18131786399971)"
90810,Information Technology Agency,1,"90810
(33.81356214200048, -118.21653847799968)"
91001,Information Technology Agency,2,"91001
(34.19036101800049, -118.13896709499971)"
91006,Information Technology Agency,7,"91006
(34.13222050000047, -118.0249889109997)"
91007,Information Technology Agency,4,"91007
(34.127784249000456, -118.0531358559997)"
91010,Information Technology Agency,1,"91010
(34.13772127700048, -117.96655727699971)"
91011,Information Technology Agency,2,"91011
(34.207793181000454, -118.20292992099968)"
91020,Information Technology Agency,1,"91020
(34.20996133800048, -118.23087699599972)"
91024,Information Technology Agency,1,"91024
(34.16488190600046, -118.05242762099971)"
91030,Information Technology Agency,4,"91030
(34.11205098400046, -118.1547394649997)"
91031,Information Technology Agency,1,"91031
(34.11474054200045, -118.15317960799968)"
91042,Information Technology Agency,1,"91042
(34.25460192400044, -118.2872577869997)"
91101,Information Technology Agency,1,"91101
(34.145212066000454, -118.13830665399968)"
91103,Information Technology Agency,1,"91103
(34.163721789000476, -118.15519568999969)"
91104,Information Technology Agency,1,"91104
(34.16700226900048, -118.12758752499968)"
91105,Information Technology Agency,1,"91105
(34.136982626000474, -118.15917571599971)"
91106,Information Technology Agency,2,"91106
(34.14286141800045, -118.12849997599972)"
91107,Information Technology Agency,2,"91107
(34.15076063800046, -118.09228870099969)"
91108,Information Technology Agency,1,"91108
(34.12098431500044, -118.11313603699972)"
91201,Information Technology Agency,1,"91201
(34.16917042600045, -118.29181569799971)"
91202,Information Technology Agency,3,"91202
(34.16361316400048, -118.2649592199997)"
91203,Information Technology Agency,2,"91203
(34.152820171000485, -118.26132679499972)"
91205,Information Technology Agency,3,"91205
(34.13853379300048, -118.2438685629997)"
91208,Information Technology Agency,2,"91208
(34.19002210700046, -118.2271663619997)"
91214,Information Technology Agency,5,"91214
(34.228570997000475, -118.2469491709997)"
91225,Information Technology Agency,1,"91225
(34.13347186100049, -118.25437913099972)"
91302,Information Technology Agency,1,"91302
(34.14327419400047, -118.6628270279997)"
91304,Information Technology Agency,1,"91304
(34.22192313800048, -118.60967892099967)"
91306,Information Technology Agency,2,"91306
(34.208401481000465, -118.5759399529997)"
91311,Information Technology Agency,3,"91311
(34.25282047300044, -118.5950275619997)"
91321,Information Technology Agency,1,"91321
(34.38552128500049, -118.51401927999967)"
91324,Information Technology Agency,2,"91324
(34.23552300500046, -118.54598982999971)"
91325,Information Technology Agency,3,"91325
(34.23588364000045, -118.5210581879997)"
91326,Information Technology Agency,5,"91326
(34.27493220500048, -118.55013931099973)"
91335,Information Technology Agency,3,"91335
(34.200180731000444, -118.54031959799971)"
91342,Information Technology Agency,3,"91342
(34.30514302800049, -118.43521825999971)"
91343,Information Technology Agency,6,"91343
(34.235514315000444, -118.4752661759997)"
91344,Information Technology Agency,4,"91344
(34.274801855000476, -118.50113633899969)"
91345,Information Technology Agency,1,"91345
(34.262123129000486, -118.46175755399969)"
91350,Information Technology Agency,1,"91350
(34.44777217900048, -118.51963737199969)"
91351,Information Technology Agency,3,"91351
(34.42298392300046, -118.47143822599969)"
91352,Information Technology Agency,1,"91352
(34.22551211300049, -118.37651723499971)"
91354,Information Technology Agency,2,"91354
(34.447494099000494, -118.54920947899967)"
91356,Information Technology Agency,1,"91356
(34.16990038700044, -118.5404890529997)"
91362,Information Technology Agency,1,"91362
(34.18186218700049, -118.82387900199967)"
91364,Information Technology Agency,3,"91364
(34.16201420300047, -118.59846880599969)"
91386,Information Technology Agency,1,"91386
(34.41635344400049, -118.4530892679997)"
91387,Information Technology Agency,1,"91387
(34.419242873000485, -118.43515742999972)"
91390,Information Technology Agency,2,"91390
(34.503192724000485, -118.43342811799971)"
91402,Information Technology Agency,3,"91402
(34.22575108800049, -118.4489267519997)"
91423,Information Technology Agency,1,"91423
(34.15306349100047, -118.43295885699968)"
91436,Information Technology Agency,1,"91436
(34.15384124700046, -118.4873366009997)"
91501,Information Technology Agency,3,"91501
(34.185181772000476, -118.30236971699969)"
91504,Information Technology Agency,2,"91504
(34.198251548000485, -118.33049928199972)"
91505,Information Technology Agency,2,"91505
(34.16767140000047, -118.34449888999967)"
91506,Information Technology Agency,1,"91506
(34.171151749000444, -118.32244798699969)"
91602,Information Technology Agency,1,"91602
(34.15134286900047, -118.3690785869997)"
91604,Information Technology Agency,2,"91604
(34.14446038000045, -118.3942796179997)"
91606,Information Technology Agency,1,"91606
(34.18673293900048, -118.3868062089997)"
91607,Information Technology Agency,2,"91607
(34.16615064800044, -118.39933720499971)"
91702,Information Technology Agency,3,"91702
(34.12796239400046, -117.90560988399972)"
91706,Information Technology Agency,3,"91706
(34.08512064000047, -117.96798678299967)"
91709,Information Technology Agency,5,"91709
(33.97593065100045, -117.72519656599968)"
91710,Information Technology Agency,1,"91710
(34.01783388500047, -117.68943717099972)"
91711,Information Technology Agency,2,"91711
(34.10821434400049, -117.71909617899968)"
91722,Information Technology Agency,2,"91722
(34.09580066400048, -117.90580975499972)"
91723,Information Technology Agency,1,"91723
(34.08496422000047, -117.88642668499972)"
91724,Information Technology Agency,3,"91724
(34.091234063000456, -117.85833622399969)"
91730,Information Technology Agency,4,"91730
(34.10333055800049, -117.58408816799971)"
91731,Information Technology Agency,1,"91731
(34.07881169200044, -118.03912755799968)"
91732,Information Technology Agency,2,"91732
(34.07068218700044, -118.0160599249997)"
91733,Information Technology Agency,2,"91733
(34.055100997000466, -118.04699636399971)"
91739,Information Technology Agency,1,"91739
(34.127832044000456, -117.5264864299997)"
91740,Information Technology Agency,2,"91740
(34.11709119000045, -117.85499925999972)"
91741,Information Technology Agency,1,"91741
(34.139050848000466, -117.85502967499968)"
91744,Information Technology Agency,1,"91744
(34.03075158600046, -117.9396660379997)"
91745,Information Technology Agency,7,"91745
(33.99778168400047, -117.96604891099969)"
91746,Information Technology Agency,2,"91746
(34.046172011000465, -117.98488885499972)"
91748,Information Technology Agency,10,"91748
(33.98518116900044, -117.90124749899968)"
91752,Information Technology Agency,1,"91752
(33.990790570000456, -117.53343843799968)"
91754,Information Technology Agency,8,"91754
(34.05316312500048, -118.1388497799997)"
91755,Information Technology Agency,5,"91755
(34.057560270000465, -118.11668590699969)"
91761,Information Technology Agency,2,"91761
(34.03716046900047, -117.60666916099967)"
91762,Information Technology Agency,3,"91762
(34.05779055600044, -117.6632889279997)"
91765,Information Technology Agency,8,"91765
(34.001861645000474, -117.81637650699969)"
91766,Information Technology Agency,3,"91766
(34.044181998000454, -117.7523962999997)"
91770,Information Technology Agency,10,"91770
(34.06563329100044, -118.08368993499971)"
91773,Information Technology Agency,3,"91773
(34.103161103000446, -117.81483837499968)"
91775,Information Technology Agency,2,"91775
(34.11565299400047, -118.08573643299968)"
91776,Information Technology Agency,9,"91776
(34.089800211000465, -118.09671626199969)"
91778,Information Technology Agency,1,"91778
(34.10225299600046, -118.09960568999969)"
91780,Information Technology Agency,9,"91780
(34.101653386000464, -118.05552995399972)"
91784,Information Technology Agency,1,"91784
(34.136982626000474, -117.65773601099971)"
91786,Information Technology Agency,1,"91786
(34.10199229600045, -117.65981726899969)"
91788,Information Technology Agency,1,"91788
(34.01206371800049, -117.86079984299971)"
91789,Information Technology Agency,11,"91789
(34.01633051300047, -117.85816676999968)"
91790,Information Technology Agency,6,"91790
(34.06664133200047, -117.93768905999968)"
91791,Information Technology Agency,4,"91791
(34.06350423700047, -117.89805826499969)"
91792,Information Technology Agency,3,"91792
(34.02183129000048, -117.90005696699967)"
91801,Information Technology Agency,4,"91801
(34.09389320600047, -118.12939939299969)"
91803,Information Technology Agency,9,"91803
(34.07533134300047, -118.1443071059997)"
92324,Information Technology Agency,1,"92324
(34.06130132000044, -117.3200465279997)"
92336,Information Technology Agency,1,"92336
(34.126424262000455, -117.4595689999997)"
92337,Information Technology Agency,2,"92337
(34.04721046700047, -117.47615823099972)"
92374,Information Technology Agency,1,"92374
(34.06407343400048, -117.1690966919997)"
92377,Information Technology Agency,1,"92377
(34.15136024900045, -117.40271894799969)"
92392,Information Technology Agency,1,"92392
(34.48388352000046, -117.38130676099968)"
92399,Information Technology Agency,1,"92399
(34.02913089900045, -117.04659795299972)"
92408,Information Technology Agency,1,"92408
(34.07983276800047, -117.27698752399971)"
92504,Information Technology Agency,2,"92504
(33.925432998000474, -117.40731596399968)"
92506,Information Technology Agency,2,"92506
(33.94427294200045, -117.37571908399968)"
92507,Information Technology Agency,1,"92507
(33.97938058700049, -117.33743958499969)"
92509,Information Technology Agency,1,"92509
(33.996343487000445, -117.4464166679997)"
92587,Information Technology Agency,1,"92587
(33.69070276600047, -117.25128681599972)"
92591,Information Technology Agency,1,"92591
(33.52111285600046, -117.13314611699968)"
92604,Information Technology Agency,1,"92604
(33.68814355800049, -117.78918980699967)"
92620,Information Technology Agency,1,"92620
(33.707630907000464, -117.75880952899968)"
92649,Information Technology Agency,1,"92649
(33.720983109000485, -118.0437289189997)"
92656,Information Technology Agency,2,"92656
(33.57790207800048, -117.7256093419997)"
92677,Information Technology Agency,1,"92677
(33.53303120600049, -117.70029968499972)"
92683,Information Technology Agency,2,"92683
(33.753840040000455, -117.99399598599967)"
92692,Information Technology Agency,1,"92692
(33.61179312100046, -117.64455760899972)"
92782,Information Technology Agency,2,"92782
(33.73648174400046, -117.7892071879997)"
92831,Information Technology Agency,1,"92831
(33.881392022000455, -117.89174931699972)"
92833,Information Technology Agency,1,"92833
(33.87015149300049, -117.96300740699968)"
92840,Information Technology Agency,2,"92840
(33.78550209600047, -117.93168860799972)"
92843,Information Technology Agency,1,"92843
(33.76467213900048, -117.93206662299968)"
92870,Information Technology Agency,1,"92870
(33.87819409800045, -117.8551078859997)"
92880,Information Technology Agency,1,"92880
(33.931972231000486, -117.5949072309997)"
92882,Information Technology Agency,1,"92882
(33.866280093000455, -117.5921959479997)"
92886,Information Technology Agency,1,"92886
(33.88992126800048, -117.8068957049997)"
92887,Information Technology Agency,2,"92887
(33.88120084200045, -117.74287639399972)"
93010,Information Technology Agency,1,"93010
(34.22892294200045, -119.05144866499973)"
93023,Information Technology Agency,1,"93023
(34.443262063000475, -119.2589965419997)"
93063,Information Technology Agency,1,"93063
(34.27895133500044, -118.6970960869997)"
93065,Information Technology Agency,4,"93065
(34.266602829000476, -118.77497596499973)"
93225,Information Technology Agency,1,"93225
(34.825261912000485, -119.0496759029997)"
93252,Information Technology Agency,1,"93252
(35.01276193400048, -119.41301829799971)"
93510,Information Technology Agency,1,"93510
(34.48901062600049, -118.19703809399971)"
93534,Information Technology Agency,1,"93534
(34.68758172200046, -118.1496775339997)"
93535,Information Technology Agency,1,"93535
(34.68786414800047, -118.0660492129997)"
93536,Information Technology Agency,1,"93536
(34.68816395300047, -118.23417919999969)"
93550,Information Technology Agency,2,"93550
(34.56908038700044, -118.09611664999971)"
93551,Information Technology Agency,2,"93551
(34.60587389400047, -118.18323835599972)"
93552,Information Technology Agency,1,"93552
(34.56282358000044, -118.03543864899967)"
90001,Library,1,"90001
(33.973271508000494, -118.24896959899968)"
90002,Library,2,"90002
(33.94895251300045, -118.24697958699971)"
90003,Library,6,"90003
(33.96335186100049, -118.27393599999971)"
90004,Library,7,"90004
(34.07572239300049, -118.30301712299968)"
90005,Library,2,"90005
(34.05907233200048, -118.30301712299968)"
90007,Library,2,"90007
(34.02833141800045, -118.28507659499968)"
90008,Library,6,"90008
(34.01097312100046, -118.34158773599972)"
90009,Library,1,"90009
(33.953931889000444, -118.3858763769997)"
90010,Library,1,"90010
(34.06139256500046, -118.30969974099969)"
90011,Library,3,"90011
(34.00790120200048, -118.25903697699971)"
90012,Library,6,"90012
(34.059480762000476, -118.24204800599972)"
90013,Library,1,"90013
(34.04726260700045, -118.24609754999972)"
90016,Library,9,"90016
(34.02888323300044, -118.35308896599969)"
90017,Library,1,"90017
(34.05230281300044, -118.26338632799968)"
90018,Library,5,"90018
(34.03077331100047, -118.31686899999971)"
90019,Library,10,"90019
(34.04884418900048, -118.33610868499972)"
90020,Library,4,"90020
(34.06636325100044, -118.30164844599972)"
90022,Library,3,"90022
(34.023543222000455, -118.15512616999968)"
90023,Library,4,"90023
(34.02418193800048, -118.20195663999971)"
90024,Library,2,"90024
(34.06136215000049, -118.4402367409997)"
90025,Library,8,"90025
(34.04518134900047, -118.45025632399972)"
90026,Library,10,"90026
(34.07687382000046, -118.26535895999967)"
90027,Library,9,"90027
(34.10546395500046, -118.2923675139997)"
90028,Library,3,"90028
(34.10072355400047, -118.32821815499972)"
90029,Library,2,"90029
(34.08989145600049, -118.29490934299969)"
90031,Library,6,"90031
(34.07752122500045, -118.2131059239997)"
90032,Library,10,"90032
(34.08151428500048, -118.17678602299969)"
90033,Library,3,"90033
(34.04856176400045, -118.2115199969997)"
90034,Library,4,"90034
(34.02829231300046, -118.40269589399969)"
90035,Library,7,"90035
(34.05421027100044, -118.38387767499972)"
90036,Library,3,"90036
(34.06889204400045, -118.35077742299967)"
90037,Library,2,"90037
(34.00349102100046, -118.28709702299972)"
90038,Library,2,"90038
(34.08898335000049, -118.32483774099973)"
90039,Library,8,"90039
(34.111603448000494, -118.2612572749997)"
90041,Library,7,"90041
(34.13538366300048, -118.20684911499967)"
90042,Library,13,"90042
(34.11332407100048, -118.19142869099971)"
90043,Library,5,"90043
(33.98673233600044, -118.33290641599967)"
90044,Library,2,"90044
(33.95386236800044, -118.2919460489997)"
90045,Library,4,"90045
(33.961522614000444, -118.39344972199967)"
90046,Library,8,"90046
(34.097151960000474, -118.35826821299969)"
90047,Library,8,"90047
(33.95687345800047, -118.3090784049997)"
90049,Library,3,"90049
(34.06172278600047, -118.4722594319997)"
90057,Library,3,"90057
(34.06211383600049, -118.27713826999968)"
90061,Library,3,"90061
(33.92303021000049, -118.27377957999971)"
90062,Library,1,"90062
(34.00387338200045, -118.30885680999972)"
90063,Library,4,"90063
(34.044881544000475, -118.18593660399972)"
90064,Library,6,"90064
(34.035413777000485, -118.4321767559997)"
90065,Library,12,"90065
(34.10881395500047, -118.22766603799971)"
90066,Library,11,"90066
(34.002152760000456, -118.4290396619997)"
90068,Library,2,"90068
(34.115253253000446, -118.33141607799968)"
90069,Library,4,"90069
(34.08940047000044, -118.3797890249997)"
90071,Library,1,"90071
(34.051942178000445, -118.25408801599968)"
90077,Library,1,"90077
(34.10409093400045, -118.45101669999968)"
90094,Library,2,"90094
(33.972932598000455, -118.42532902799968)"
90201,Library,3,"90201
(33.96958259900049, -118.17504801999968)"
90212,Library,1,"90212
(34.063843148000444, -118.40025834499971)"
90221,Library,3,"90221
(33.89560019000049, -118.2056368589997)"
90222,Library,3,"90222
(33.91203300100045, -118.23502647699968)"
90230,Library,4,"90230
(33.99506171100046, -118.39500957899969)"
90232,Library,1,"90232
(34.019702237000445, -118.39595678999967)"
90240,Library,1,"90240
(33.95620432700048, -118.11982734499969)"
90241,Library,1,"90241
(33.94049278700044, -118.13166748599969)"
90245,Library,4,"90245
(33.92015381600049, -118.40580691799971)"
90247,Library,3,"90247
(33.89189390000047, -118.29849831699971)"
90250,Library,2,"90250
(33.91415336400047, -118.34715803299969)"
90255,Library,2,"90255
(33.978672351000455, -118.21899775099968)"
90260,Library,1,"90260
(33.88913047700049, -118.3522981749997)"
90262,Library,3,"90262
(33.92512015700049, -118.20319931099971)"
90265,Library,1,"90265
(34.03506183100046, -118.7602985369997)"
90266,Library,1,"90266
(33.89004292800047, -118.40324770999968)"
90272,Library,1,"90272
(34.04886156900045, -118.53572692799969)"
90277,Library,1,"90277
(33.832723615000475, -118.38547663699967)"
90280,Library,1,"90280
(33.94496379700047, -118.19748997399972)"
90290,Library,1,"90290
(34.10128406000047, -118.6049472099997)"
90291,Library,1,"90291
(33.99258071300045, -118.4663762939997)"
90293,Library,1,"90293
(33.95744265300044, -118.43916786999972)"
90296,Library,1,"90296
(33.95917196600044, -118.44817941099967)"
90301,Library,3,"90301
(33.95672138200047, -118.35448805799967)"
90302,Library,3,"90302
(33.97375380400047, -118.35768598199968)"
90304,Library,1,"90304
(33.939380465000454, -118.35812917199968)"
90305,Library,2,"90305
(33.95809005900048, -118.32920881499967)"
90401,Library,1,"90401
(34.01760359900044, -118.49296772799971)"
90402,Library,2,"90402
(34.03254172900046, -118.50584632399972)"
90404,Library,1,"90404
(34.02784043300045, -118.4747187049997)"
90405,Library,5,"90405
(34.01013019000044, -118.4726765529997)"
90406,Library,2,"90406
(34.018941861000485, -118.49638724799968)"
90409,Library,1,"90409
(34.018941861000485, -118.49638724799968)"
90501,Library,4,"90501
(33.82909119100049, -118.3142098569997)"
90502,Library,2,"90502
(33.83163301900049, -118.2928193949997)"
90504,Library,1,"90504
(33.87165052000046, -118.33125965799968)"
90602,Library,1,"90602
(33.971251081000446, -118.03505628899967)"
90603,Library,1,"90603
(33.94370374600044, -117.99197990399972)"
90604,Library,1,"90604
(33.92973020800048, -118.01361803099968)"
90605,Library,1,"90605
(33.94588059400047, -118.03256659999971)"
90606,Library,4,"90606
(33.97639122200047, -118.06602748799969)"
90640,Library,2,"90640
(34.014032005000445, -118.11318817799969)"
90650,Library,2,"90650
(33.90621069400049, -118.08204752299969)"
90703,Library,2,"90703
(33.867031779000456, -118.06922975699968)"
90706,Library,1,"90706
(33.88544156700044, -118.1283087969997)"
90710,Library,2,"90710
(33.79480040800047, -118.2987286019997)"
90712,Library,1,"90712
(33.849073871000485, -118.1461798039997)"
90717,Library,4,"90717
(33.79380105600046, -118.3173599859997)"
90723,Library,1,"90723
(33.895374250000486, -118.16535865799972)"
90731,Library,6,"90731
(33.73272331400045, -118.29229799399968)"
90732,Library,2,"90732
(33.73946241700048, -118.31340603099972)"
90744,Library,3,"90744
(33.78372064300049, -118.26266940199969)"
90745,Library,2,"90745
(33.82597147700045, -118.26966920599972)"
90802,Library,2,"90802
(33.76935171000048, -118.18452882299971)"
90803,Library,1,"90803
(33.76151332100045, -118.1374897929997)"
90804,Library,1,"90804
(33.78173063100047, -118.15235840199972)"
90806,Library,1,"90806
(33.80148302600048, -118.18919970399969)"
90807,Library,1,"90807
(33.83250202000045, -118.18131786399971)"
90814,Library,1,"90814
(33.771432968000454, -118.15235840199972)"
90815,Library,1,"90815
(33.79356208100046, -118.12236917399969)"
91006,Library,2,"91006
(34.13222050000047, -118.0249889109997)"
91007,Library,4,"91007
(34.127784249000456, -118.0531358559997)"
91010,Library,1,"91010
(34.13772127700048, -117.96655727699971)"
91016,Library,1,"91016
(34.14363048400048, -118.0038982539997)"
91020,Library,1,"91020
(34.20996133800048, -118.23087699599972)"
91030,Library,9,"91030
(34.11205098400046, -118.1547394649997)"
91040,Library,2,"91040
(34.25970296100047, -118.3244988299997)"
91042,Library,7,"91042
(34.25460192400044, -118.2872577869997)"
91066,Library,1,"91066
(34.14123204100048, -118.0296076519997)"
91101,Library,2,"91101
(34.145212066000454, -118.13830665399968)"
91103,Library,1,"91103
(34.163721789000476, -118.15519568999969)"
91104,Library,5,"91104
(34.16700226900048, -118.12758752499968)"
91106,Library,2,"91106
(34.14286141800045, -118.12849997599972)"
91107,Library,4,"91107
(34.15076063800046, -118.09228870099969)"
91109,Library,1,"91109
(34.155231649000484, -118.15433972499972)"
91118,Library,1,"91118
(34.12653288700045, -118.09191937499969)"
91201,Library,2,"91201
(34.16917042600045, -118.29181569799971)"
91202,Library,1,"91202
(34.16361316400048, -118.2649592199997)"
91204,Library,2,"91204
(34.13669151100049, -118.25949754799967)"
91205,Library,4,"91205
(34.13853379300048, -118.2438685629997)"
91206,Library,1,"91206
(34.15379345200046, -118.2372076689997)"
91207,Library,2,"91207
(34.16381303500049, -118.24788769299971)"
91208,Library,5,"91208
(34.19002210700046, -118.2271663619997)"
91214,Library,1,"91214
(34.228570997000475, -118.2469491709997)"
91302,Library,1,"91302
(34.14327419400047, -118.6628270279997)"
91304,Library,7,"91304
(34.22192313800048, -118.60967892099967)"
91306,Library,1,"91306
(34.208401481000465, -118.5759399529997)"
91307,Library,4,"91307
(34.197812702000476, -118.63800835599972)"
91311,Library,1,"91311
(34.25282047300044, -118.5950275619997)"
91316,Library,4,"91316
(34.16673287800046, -118.5162960619997)"
91321,Library,2,"91321
(34.38552128500049, -118.51401927999967)"
91324,Library,3,"91324
(34.23552300500046, -118.54598982999971)"
91325,Library,3,"91325
(34.23588364000045, -118.5210581879997)"
91326,Library,2,"91326
(34.27493220500048, -118.55013931099973)"
91331,Library,5,"91331
(34.257261068000446, -118.41981955999972)"
91335,Library,7,"91335
(34.200180731000444, -118.54031959799971)"
91340,Library,2,"91340
(34.286190115000466, -118.43744724799967)"
91342,Library,9,"91342
(34.30514302800049, -118.43521825999971)"
91343,Library,5,"91343
(34.235514315000444, -118.4752661759997)"
91344,Library,3,"91344
(34.274801855000476, -118.50113633899969)"
91345,Library,5,"91345
(34.262123129000486, -118.46175755399969)"
91350,Library,2,"91350
(34.44777217900048, -118.51963737199969)"
91351,Library,2,"91351
(34.42298392300046, -118.47143822599969)"
91352,Library,4,"91352
(34.22551211300049, -118.37651723499971)"
91354,Library,2,"91354
(34.447494099000494, -118.54920947899967)"
91355,Library,1,"91355
(34.41829131700047, -118.56477763399971)"
91356,Library,1,"91356
(34.16990038700044, -118.5404890529997)"
91360,Library,1,"91360
(34.20036322100049, -118.8758191979997)"
91362,Library,2,"91362
(34.18186218700049, -118.82387900199967)"
91364,Library,3,"91364
(34.16201420300047, -118.59846880599969)"
91367,Library,5,"91367
(34.178642539000464, -118.60957898599969)"
91377,Library,1,"91377
(34.18051089100044, -118.77007914399968)"
91381,Library,1,"91381
(34.388953839000465, -118.58205772099967)"
91387,Library,2,"91387
(34.419242873000485, -118.43515742999972)"
91401,Library,1,"91401
(34.181153951000454, -118.4348272089997)"
91402,Library,4,"91402
(34.22575108800049, -118.4489267519997)"
91403,Library,2,"91403
(34.15359358100045, -118.4596676059997)"
91405,Library,1,"91405
(34.20047184600048, -118.4486964669997)"
91406,Library,5,"91406
(34.199811405000446, -118.48688906499967)"
91411,Library,1,"91411
(34.17933339400048, -118.45792960399967)"
91416,Library,1,"91416
(34.176231061000465, -118.51882920099968)"
91423,Library,3,"91423
(34.15306349100047, -118.43295885699968)"
91502,Library,1,"91502
(34.17644396500049, -118.3064757469997)"
91504,Library,2,"91504
(34.198251548000485, -118.33049928199972)"
91505,Library,6,"91505
(34.16767140000047, -118.34449888999967)"
91506,Library,2,"91506
(34.171151749000444, -118.32244798699969)"
91601,Library,7,"91601
(34.167132618000494, -118.37252852099971)"
91602,Library,1,"91602
(34.15134286900047, -118.3690785869997)"
91603,Library,1,"91603
(34.16804072500048, -118.37751658699972)"
91605,Library,1,"91605
(34.20546425700047, -118.40193986299971)"
91606,Library,2,"91606
(34.18673293900048, -118.3868062089997)"
91607,Library,4,"91607
(34.16615064800044, -118.39933720499971)"
91617,Library,1,"91617
(34.16483411100046, -118.40455990199968)"
91701,Library,2,"91701
(34.132142289000456, -117.5964583979997)"
91702,Library,2,"91702
(34.12796239400046, -117.90560988399972)"
91706,Library,3,"91706
(34.08512064000047, -117.96798678299967)"
91708,Library,1,"91708
(33.96194407900049, -117.6341295959997)"
91710,Library,1,"91710
(34.01783388500047, -117.68943717099972)"
91711,Library,1,"91711
(34.10821434400049, -117.71909617899968)"
91723,Library,3,"91723
(34.08496422000047, -117.88642668499972)"
91731,Library,1,"91731
(34.07881169200044, -118.03912755799968)"
91732,Library,3,"91732
(34.07068218700044, -118.0160599249997)"
91740,Library,2,"91740
(34.11709119000045, -117.85499925999972)"
91744,Library,2,"91744
(34.03075158600046, -117.9396660379997)"
91745,Library,2,"91745
(33.99778168400047, -117.96604891099969)"
91754,Library,8,"91754
(34.05316312500048, -118.1388497799997)"
91755,Library,3,"91755
(34.057560270000465, -118.11668590699969)"
91761,Library,1,"91761
(34.03716046900047, -117.60666916099967)"
91763,Library,1,"91763
(34.07173367800044, -117.6995175839997)"
91765,Library,2,"91765
(34.001861645000474, -117.81637650699969)"
91766,Library,1,"91766
(34.044181998000454, -117.7523962999997)"
91767,Library,1,"91767
(34.08076260000047, -117.73770583699968)"
91770,Library,3,"91770
(34.06563329100044, -118.08368993499971)"
91773,Library,1,"91773
(34.103161103000446, -117.81483837499968)"
91775,Library,2,"91775
(34.11565299400047, -118.08573643299968)"
91776,Library,2,"91776
(34.089800211000465, -118.09671626199969)"
91780,Library,1,"91780
(34.101653386000464, -118.05552995399972)"
91784,Library,2,"91784
(34.136982626000474, -117.65773601099971)"
91786,Library,1,"91786
(34.10199229600045, -117.65981726899969)"
91789,Library,1,"91789
(34.01633051300047, -117.85816676999968)"
91790,Library,4,"91790
(34.06664133200047, -117.93768905999968)"
91792,Library,2,"91792
(34.02183129000048, -117.90005696699967)"
91801,Library,7,"91801
(34.09389320600047, -118.12939939299969)"
91803,Library,5,"91803
(34.07533134300047, -118.1443071059997)"
92335,Library,1,"92335
(34.08952213000049, -117.44872821099972)"
92395,Library,1,"92395
(34.502901609000446, -117.3018887499997)"
92507,Library,1,"92507
(33.97938058700049, -117.33743958499969)"
92509,Library,1,"92509
(33.996343487000445, -117.4464166679997)"
92647,Library,1,"92647
(33.72037046300045, -118.00086978499968)"
92683,Library,1,"92683
(33.753840040000455, -117.99399598599967)"
92688,Library,1,"92688
(33.63687249300045, -117.60279776199968)"
92694,Library,1,"92694
(33.55451291400044, -117.63731882999969)"
92804,Library,1,"92804
(33.818511103000446, -117.9788058469997)"
92845,Library,1,"92845
(33.783451253000464, -118.02724831399968)"
92870,Library,1,"92870
(33.87819409800045, -117.8551078859997)"
92880,Library,1,"92880
(33.931972231000486, -117.5949072309997)"
93010,Library,1,"93010
(34.22892294200045, -119.05144866499973)"
93021,Library,1,"93021
(34.28153226900048, -118.8771357339997)"
93063,Library,1,"93063
(34.27895133500044, -118.6970960869997)"
93065,Library,2,"93065
(34.266602829000476, -118.77497596499973)"
93535,Library,1,"93535
(34.68786414800047, -118.0660492129997)"
93536,Library,1,"93536
(34.68816395300047, -118.23417919999969)"
93550,Library,3,"93550
(34.56908038700044, -118.09611664999971)"
93551,Library,1,"93551
(34.60587389400047, -118.18323835599972)"
90005,Los Angeles Convention Center,1,"90005
(34.05907233200048, -118.30301712299968)"
90006,Los Angeles Convention Center,1,"90006
(34.05010424100044, -118.2926890439997)"
90007,Los Angeles Convention Center,1,"90007
(34.02833141800045, -118.28507659499968)"
90008,Los Angeles Convention Center,1,"90008
(34.01097312100046, -118.34158773599972)"
90012,Los Angeles Convention Center,1,"90012
(34.059480762000476, -118.24204800599972)"
90016,Los Angeles Convention Center,1,"90016
(34.02888323300044, -118.35308896599969)"
90026,Los Angeles Convention Center,1,"90026
(34.07687382000046, -118.26535895999967)"
90029,Los Angeles Convention Center,1,"90029
(34.08989145600049, -118.29490934299969)"
90034,Los Angeles Convention Center,1,"90034
(34.02829231300046, -118.40269589399969)"
90037,Los Angeles Convention Center,1,"90037
(34.00349102100046, -118.28709702299972)"
90061,Los Angeles Convention Center,1,"90061
(33.92303021000049, -118.27377957999971)"
90065,Los Angeles Convention Center,1,"90065
(34.10881395500047, -118.22766603799971)"
90220,Los Angeles Convention Center,1,"90220
(33.88573268300047, -118.23452680099967)"
90241,Los Angeles Convention Center,1,"90241
(33.94049278700044, -118.13166748599969)"
90245,Los Angeles Convention Center,1,"90245
(33.92015381600049, -118.40580691799971)"
90301,Los Angeles Convention Center,1,"90301
(33.95672138200047, -118.35448805799967)"
90303,Los Angeles Convention Center,1,"90303
(33.93778150400044, -118.33125965799968)"
90605,Los Angeles Convention Center,1,"90605
(33.94588059400047, -118.03256659999971)"
