District,TruckNo,EventMonth,EventYear,TotalMiles
East Valley,27087,1,2014,11
East Valley,27142,1,2014,30
East Valley,27432,1,2014,725
East Valley,29088,1,2014,195
East Valley,33065,1,2014,884
East Valley,33095,1,2014,2115
East Valley,36001,1,2014,554
East Valley,36005,1,2014,846
East Valley,36006,1,2014,1386
East Valley,36011,1,2014,19
East Valley,36012,1,2014,1124
East Valley,36014,1,2014,1094
East Valley,36018,1,2014,944
East Valley,36022,1,2014,1360
East Valley,36023,1,2014,409
East Valley,36024,1,2014,783
East Valley,36025,1,2014,398
East Valley,36043,1,2014,630
East Valley,36044,1,2014,1045
East Valley,36046,1,2014,1186
East Valley,36048,1,2014,361
East Valley,36051,1,2014,1331
East Valley,36055,1,2014,1103
East Valley,36061,1,2014,670
East Valley,36067,1,2014,1255
East Valley,36068,1,2014,328
East Valley,36077,1,2014,1171
East Valley,36079,1,2014,1592
East Valley,36081,1,2014,1575
East Valley,36082,1,2014,1938
East Valley,36107,1,2014,768
East Valley,36109,1,2014,1069
East Valley,36126,1,2014,1343
East Valley,36161,1,2014,2242
East Valley,36163,1,2014,19
East Valley,36167,1,2014,799
East Valley,36168,1,2014,802
East Valley,36171,1,2014,1780
East Valley,36174,1,2014,588
East Valley,36177,1,2014,620
East Valley,36186,1,2014,574
East Valley,36187,1,2014,1592
East Valley,36188,1,2014,1293
East Valley,36189,1,2014,1284
East Valley,36190,1,2014,1411
East Valley,36191,1,2014,1360
East Valley,36192,1,2014,1266
East Valley,36193,1,2014,1420
East Valley,36203,1,2014,1027
East Valley,36206,1,2014,177
East Valley,36207,1,2014,115
East Valley,36211,1,2014,1141
East Valley,36212,1,2014,1372
East Valley,36216,1,2014,1228
East Valley,36217,1,2014,1208
East Valley,36220,1,2014,1279
East Valley,36221,1,2014,959
East Valley,36479,1,2014,1493
East Valley,36484,1,2014,1618
East Valley,36490,1,2014,1379
East Valley,36491,1,2014,1107
East Valley,36495,1,2014,1609
East Valley,36497,1,2014,1139
East Valley,36499,1,2014,1583
East Valley,36500,1,2014,1285
East Valley,36501,1,2014,809
East Valley,36502,1,2014,1921
East Valley,36508,1,2014,885
East Valley,36509,1,2014,1517
East Valley,36510,1,2014,1026
East Valley,36511,1,2014,1691
East Valley,36514,1,2014,1052
East Valley,36515,1,2014,1212
East Valley,36518,1,2014,58
East Valley,36520,1,2014,1015
East Valley,36521,1,2014,942
East Valley,36523,1,2014,564
East Valley,36524,1,2014,1229
East Valley,36525,1,2014,1240
East Valley,36529,1,2014,744
East Valley,36530,1,2014,1115
East Valley,36531,1,2014,468
East Valley,36532,1,2014,901
East Valley,36533,1,2014,1008
East Valley,36534,1,2014,1323
East Valley,36535,1,2014,1178
East Valley,36536,1,2014,1056
East Valley,36538,1,2014,1320
East Valley,36540,1,2014,1120
East Valley,36544,1,2014,1283
East Valley,36545,1,2014,323
East Valley,36546,1,2014,719
East Valley,36548,1,2014,815
East Valley,36550,1,2014,707
East Valley,36551,1,2014,1042
East Valley,36553,1,2014,647
East Valley,36555,1,2014,1224
East Valley,36558,1,2014,3
East Valley,36559,1,2014,1407
East Valley,36560,1,2014,1196
East Valley,36561,1,2014,1163
East Valley,36563,1,2014,596
East Valley,36564,1,2014,1136
East Valley,36566,1,2014,482
East Valley,36567,1,2014,1334
East Valley,36569,1,2014,636
East Valley,36570,1,2014,790
East Valley,36571,1,2014,941
East Valley,36572,1,2014,1162
East Valley,36573,1,2014,1504
East Valley,36574,1,2014,1493
East Valley,36577,1,2014,926
East Valley,36578,1,2014,1374
East Valley,36580,1,2014,1071
East Valley,36612,1,2014,828
East Valley,36613,1,2014,944
East Valley,36614,1,2014,1288
East Valley,36616,1,2014,1242
East Valley,36617,1,2014,957
East Valley,36618,1,2014,60
East Valley,36619,1,2014,1046
East Valley,36620,1,2014,1377
East Valley,36621,1,2014,1314
East Valley,36622,1,2014,1090
East Valley,36623,1,2014,1661
East Valley,36624,1,2014,834
East Valley,36749,1,2014,268
East Valley,36873,1,2014,210
East Valley,36881,1,2014,45
East Valley,36882,1,2014,103
East Valley,36888,1,2014,103
East Valley,36889,1,2014,88
East Valley,36894,1,2014,256
East Valley,36900,1,2014,167
East Valley,36902,1,2014,36
East Valley,36917,1,2014,72
East Valley,36920,1,2014,1179
East Valley,36926,1,2014,1019
East Valley,36943,1,2014,1401
East Valley,36954,1,2014,683
East Valley,36960,1,2014,274
East Valley,36963,1,2014,1016
East Valley,36965,1,2014,862
East Valley,36967,1,2014,1089
East Valley,36970,1,2014,1380
East Valley,36976,1,2014,1269
East Valley,36978,1,2014,696
East Valley,36984,1,2014,814
East Valley,36991,1,2014,1222
East Valley,36994,1,2014,1081
East Valley,36995,1,2014,213
East Valley,37265,1,2014,105
Harbor,27130,1,2014,335
Harbor,33092,1,2014,2364
Harbor,36035,1,2014,700
Harbor,36088,1,2014,1129
Harbor,36098,1,2014,679
Harbor,36101,1,2014,683
Harbor,36110,1,2014,800
Harbor,36470,1,2014,170
Harbor,36779,1,2014,713
Harbor,36780,1,2014,896
Harbor,36783,1,2014,670
Harbor,36784,1,2014,445
Harbor,36785,1,2014,1046
Harbor,36787,1,2014,739
Harbor,36790,1,2014,893
Harbor,36792,1,2014,304
Harbor,36794,1,2014,934
Harbor,36795,1,2014,1038
Harbor,36797,1,2014,527
Harbor,36800,1,2014,810
Harbor,36803,1,2014,886
Harbor,36804,1,2014,834
Harbor,36806,1,2014,446
Harbor,36807,1,2014,820
Harbor,36808,1,2014,907
Harbor,36824,1,2014,872
Harbor,36847,1,2014,69
Harbor,36852,1,2014,1179
Harbor,36853,1,2014,931
Harbor,36865,1,2014,867
Harbor,36869,1,2014,1188
Harbor,37218,1,2014,437
Harbor,37222,1,2014,97
Harbor,37223,1,2014,645
Harbor,37224,1,2014,567
Harbor,37994,1,2014,333
North Central,11099,1,2014,432
North Central,27126,1,2014,501
North Central,27173,1,2014,365
North Central,33096,1,2014,1656
North Central,36009,1,2014,671
North Central,36013,1,2014,163
North Central,36015,1,2014,372
North Central,36026,1,2014,780
North Central,36027,1,2014,784
North Central,36028,1,2014,735
North Central,36033,1,2014,472
North Central,36047,1,2014,1154
North Central,36049,1,2014,33
North Central,36050,1,2014,856
North Central,36054,1,2014,919
North Central,36056,1,2014,843
North Central,36057,1,2014,1040
North Central,36058,1,2014,668
North Central,36062,1,2014,719
North Central,36063,1,2014,698
North Central,36075,1,2014,954
North Central,36076,1,2014,950
North Central,36078,1,2014,1046
North Central,36080,1,2014,966
North Central,36083,1,2014,1043
North Central,36084,1,2014,799
North Central,36087,1,2014,1020
North Central,36090,1,2014,861
North Central,36092,1,2014,525
North Central,36094,1,2014,348
North Central,36095,1,2014,763
North Central,36100,1,2014,557
North Central,36102,1,2014,554
North Central,36104,1,2014,406
North Central,36114,1,2014,1243
North Central,36115,1,2014,1326
North Central,36116,1,2014,1304
North Central,36118,1,2014,696
North Central,36119,1,2014,897
North Central,36120,1,2014,816
North Central,36121,1,2014,845
North Central,36123,1,2014,942
North Central,36124,1,2014,996
North Central,36125,1,2014,799
North Central,36127,1,2014,1082
North Central,36128,1,2014,818
North Central,36129,1,2014,1049
North Central,36130,1,2014,725
North Central,36131,1,2014,972
North Central,36132,1,2014,1013
North Central,36133,1,2014,947
North Central,36134,1,2014,830
North Central,36135,1,2014,845
North Central,36136,1,2014,671
North Central,36137,1,2014,833
North Central,36138,1,2014,723
North Central,36139,1,2014,746
North Central,36140,1,2014,597
North Central,36141,1,2014,957
North Central,36142,1,2014,1063
North Central,36143,1,2014,1097
North Central,36144,1,2014,1039
North Central,36145,1,2014,1099
North Central,36146,1,2014,1108
North Central,36147,1,2014,886
North Central,36148,1,2014,775
North Central,36149,1,2014,419
North Central,36150,1,2014,757
North Central,36151,1,2014,907
North Central,36152,1,2014,851
North Central,36153,1,2014,1002
North Central,36154,1,2014,212
North Central,36155,1,2014,1201
North Central,36156,1,2014,990
North Central,36157,1,2014,842
North Central,36158,1,2014,952
North Central,36159,1,2014,989
North Central,36162,1,2014,2147
North Central,36169,1,2014,12
North Central,36172,1,2014,902
North Central,36178,1,2014,1116
North Central,36179,1,2014,881
North Central,36181,1,2014,1233
North Central,36182,1,2014,1037
North Central,36183,1,2014,997
North Central,36184,1,2014,1148
North Central,36185,1,2014,1004
North Central,36195,1,2014,1158
North Central,36223,1,2014,764
North Central,36468,1,2014,310
North Central,36480,1,2014,800
North Central,36481,1,2014,735
North Central,36517,1,2014,824
North Central,36526,1,2014,962
North Central,36528,1,2014,811
North Central,36552,1,2014,492
North Central,36554,1,2014,819
North Central,36556,1,2014,1380
North Central,36557,1,2014,920
North Central,36639,1,2014,139
North Central,36644,1,2014,846
North Central,36647,1,2014,352
North Central,36650,1,2014,349
North Central,36662,1,2014,291
North Central,36666,1,2014,816
North Central,36669,1,2014,419
North Central,36698,1,2014,811
North Central,36702,1,2014,976
North Central,36736,1,2014,615
North Central,36750,1,2014,1850
North Central,36911,1,2014,959
North Central,36930,1,2014,60
North Central,36933,1,2014,21
North Central,36934,1,2014,671
North Central,36936,1,2014,462
North Central,36938,1,2014,633
North Central,36939,1,2014,583
North Central,36947,1,2014,654
North Central,36948,1,2014,538
North Central,36949,1,2014,913
North Central,36955,1,2014,767
North Central,36956,1,2014,733
North Central,36957,1,2014,940
North Central,36962,1,2014,1067
North Central,36969,1,2014,954
North Central,36999,1,2014,723
North Central,37175,1,2014,79
North Central,37183,1,2014,115
North Central,37185,1,2014,959
North Central,37196,1,2014,91
North Central,37202,1,2014,1047
North Central,37221,1,2014,50
North Central,37243,1,2014,75
North Central,37275,1,2014,38
North Central,37276,1,2014,146
North Central,37285,1,2014,482
South Central,27137,1,2014,369
South Central,33093,1,2014,1423
South Central,36010,1,2014,1361
South Central,36019,1,2014,1010
South Central,36034,1,2014,3342
South Central,36036,1,2014,2290
South Central,36037,1,2014,1130
South Central,36053,1,2014,733
South Central,36096,1,2014,1061
South Central,36099,1,2014,732
South Central,36103,1,2014,862
South Central,36105,1,2014,966
South Central,36122,1,2014,1306
South Central,36196,1,2014,1177
South Central,36201,1,2014,852
South Central,36202,1,2014,970
South Central,36210,1,2014,801
South Central,36476,1,2014,932
South Central,36482,1,2014,986
South Central,36488,1,2014,622
South Central,36489,1,2014,251
South Central,36493,1,2014,1144
South Central,36494,1,2014,918
South Central,36496,1,2014,1034
South Central,36498,1,2014,97
South Central,36503,1,2014,976
South Central,36505,1,2014,734
South Central,36513,1,2014,936
South Central,36527,1,2014,792
South Central,36537,1,2014,685
South Central,36539,1,2014,1119
South Central,36541,1,2014,79
South Central,36542,1,2014,842
South Central,36549,1,2014,1258
South Central,36565,1,2014,844
South Central,36575,1,2014,1261
South Central,36579,1,2014,1426
South Central,36615,1,2014,1889
South Central,36630,1,2014,947
South Central,36632,1,2014,440
South Central,36634,1,2014,1130
South Central,36639,1,2014,93
South Central,36652,1,2014,477
South Central,36654,1,2014,512
South Central,36659,1,2014,664
South Central,36660,1,2014,1257
South Central,36661,1,2014,593
South Central,36662,1,2014,41
South Central,36664,1,2014,897
South Central,36667,1,2014,524
South Central,36668,1,2014,1058
South Central,36669,1,2014,91
South Central,36673,1,2014,1055
South Central,36675,1,2014,598
South Central,36678,1,2014,874
South Central,36679,1,2014,1160
South Central,36686,1,2014,787
South Central,36690,1,2014,276
South Central,36694,1,2014,869
South Central,36695,1,2014,720
South Central,36696,1,2014,1248
South Central,36706,1,2014,941
South Central,36718,1,2014,1271
South Central,36728,1,2014,848
South Central,36737,1,2014,749
South Central,36738,1,2014,1372
South Central,36744,1,2014,855
South Central,36811,1,2014,96
South Central,36872,1,2014,1
South Central,36875,1,2014,2450
South Central,36879,1,2014,797
South Central,36880,1,2014,386
South Central,36883,1,2014,171
South Central,36884,1,2014,717
South Central,36885,1,2014,423
South Central,36886,1,2014,490
South Central,36887,1,2014,152
South Central,36890,1,2014,78
South Central,36892,1,2014,702
South Central,36893,1,2014,823
South Central,36895,1,2014,389
South Central,36897,1,2014,481
South Central,36898,1,2014,1024
South Central,36907,1,2014,123
South Central,36909,1,2014,461
South Central,36913,1,2014,906
South Central,36918,1,2014,647
South Central,36923,1,2014,928
South Central,36924,1,2014,648
South Central,36925,1,2014,550
South Central,36928,1,2014,360
South Central,36944,1,2014,313
South Central,36945,1,2014,529
South Central,36950,1,2014,746
South Central,36951,1,2014,1015
South Central,36952,1,2014,1021
South Central,36953,1,2014,551
South Central,36959,1,2014,809
South Central,36971,1,2014,947
South Central,36973,1,2014,831
South Central,36975,1,2014,819
South Central,36977,1,2014,1081
South Central,36979,1,2014,1038
South Central,36980,1,2014,431
South Central,36981,1,2014,838
South Central,36987,1,2014,789
South Central,36988,1,2014,970
South Central,36989,1,2014,762
South Central,36993,1,2014,1411
South Central,36998,1,2014,950
South Central,37012,1,2014,1304
South Central,37227,1,2014,78
South Central,37230,1,2014,92
South Central,37283,1,2014,74
West Los Angeles,27141,1,2014,376
West Los Angeles,29092,1,2014,542
West Los Angeles,33094,1,2014,1857
West Los Angeles,36015,1,2014,125
West Los Angeles,36024,1,2014,59
West Los Angeles,36028,1,2014,69
West Los Angeles,36059,1,2014,1064
West Los Angeles,36060,1,2014,175
West Los Angeles,36061,1,2014,481
West Los Angeles,36063,1,2014,192
West Los Angeles,36064,1,2014,1104
West Los Angeles,36065,1,2014,848
West Los Angeles,36066,1,2014,1180
West Los Angeles,36086,1,2014,1144
West Los Angeles,36089,1,2014,630
West Los Angeles,36092,1,2014,249
West Los Angeles,36112,1,2014,719
West Los Angeles,36113,1,2014,1157
West Los Angeles,36164,1,2014,47
West Los Angeles,36165,1,2014,946
West Los Angeles,36293,1,2014,216
West Los Angeles,36756,1,2014,193
West Los Angeles,36757,1,2014,1011
West Los Angeles,36758,1,2014,1323
West Los Angeles,36759,1,2014,873
West Los Angeles,36760,1,2014,794
West Los Angeles,36761,1,2014,560
West Los Angeles,36762,1,2014,1509
West Los Angeles,36763,1,2014,1618
West Los Angeles,36764,1,2014,464
West Los Angeles,36765,1,2014,990
West Los Angeles,36766,1,2014,553
West Los Angeles,36767,1,2014,977
West Los Angeles,36768,1,2014,1186
West Los Angeles,36769,1,2014,1748
West Los Angeles,36770,1,2014,482
West Los Angeles,36771,1,2014,729
West Los Angeles,36772,1,2014,887
West Los Angeles,36773,1,2014,768
West Los Angeles,36774,1,2014,817
West Los Angeles,36775,1,2014,449
West Los Angeles,36776,1,2014,97
West Los Angeles,36777,1,2014,927
West Los Angeles,36778,1,2014,316
West Los Angeles,36781,1,2014,1044
West Los Angeles,36782,1,2014,1512
West Los Angeles,36786,1,2014,456
West Los Angeles,36788,1,2014,1204
West Los Angeles,36789,1,2014,1587
West Los Angeles,36791,1,2014,1398
West Los Angeles,36793,1,2014,482
West Los Angeles,36796,1,2014,1128
West Los Angeles,36798,1,2014,1494
West Los Angeles,36799,1,2014,934
West Los Angeles,36801,1,2014,183
West Los Angeles,36802,1,2014,933
West Los Angeles,36805,1,2014,1708
West Los Angeles,36809,1,2014,771
West Los Angeles,36810,1,2014,487
West Los Angeles,36811,1,2014,774
West Los Angeles,36812,1,2014,1109
West Los Angeles,36813,1,2014,876
West Los Angeles,36814,1,2014,1227
West Los Angeles,36815,1,2014,771
West Los Angeles,36816,1,2014,801
West Los Angeles,36817,1,2014,557
West Los Angeles,36818,1,2014,810
West Los Angeles,36819,1,2014,812
West Los Angeles,36820,1,2014,805
West Los Angeles,36821,1,2014,1065
West Los Angeles,36822,1,2014,970
West Los Angeles,36823,1,2014,641
West Los Angeles,36825,1,2014,882
West Los Angeles,36827,1,2014,620
West Los Angeles,36828,1,2014,1604
West Los Angeles,36829,1,2014,785
West Los Angeles,36830,1,2014,633
West Los Angeles,36831,1,2014,960
West Los Angeles,36832,1,2014,885
West Los Angeles,36833,1,2014,967
West Los Angeles,36834,1,2014,662
West Los Angeles,36835,1,2014,907
West Los Angeles,36836,1,2014,662
West Los Angeles,36837,1,2014,673
West Los Angeles,36838,1,2014,840
West Los Angeles,36839,1,2014,1250
West Los Angeles,36840,1,2014,1001
West Los Angeles,36841,1,2014,917
West Los Angeles,36842,1,2014,1291
West Los Angeles,36843,1,2014,1586
West Los Angeles,36844,1,2014,1273
West Los Angeles,36845,1,2014,770
West Los Angeles,36846,1,2014,1524
West Los Angeles,36848,1,2014,790
West Los Angeles,36849,1,2014,466
West Los Angeles,36850,1,2014,174
West Los Angeles,36851,1,2014,876
West Los Angeles,36854,1,2014,775
West Los Angeles,36855,1,2014,1129
West Los Angeles,36856,1,2014,1386
West Los Angeles,36857,1,2014,1056
West Los Angeles,36858,1,2014,912
West Los Angeles,36859,1,2014,1054
West Los Angeles,36860,1,2014,1381
West Los Angeles,36861,1,2014,730
West Los Angeles,36862,1,2014,1260
West Los Angeles,36863,1,2014,519
West Los Angeles,36864,1,2014,741
West Los Angeles,36866,1,2014,970
West Los Angeles,36867,1,2014,1581
West Los Angeles,36868,1,2014,729
West Los Angeles,36870,1,2014,756
West Los Angeles,36871,1,2014,1053
West Los Angeles,36907,1,2014,213
West Los Angeles,37008,1,2014,850
West Los Angeles,37013,1,2014,931
West Los Angeles,37019,1,2014,1139
West Los Angeles,37021,1,2014,799
West Los Angeles,37169,1,2014,934
West Los Angeles,37186,1,2014,289
West Los Angeles,37188,1,2014,338
West Los Angeles,37189,1,2014,531
West Los Angeles,37226,1,2014,707
West Los Angeles,37227,1,2014,446
West Los Angeles,37230,1,2014,906
West Los Angeles,37233,1,2014,54
West Los Angeles,37234,1,2014,669
West Los Angeles,37237,1,2014,602
West Los Angeles,37239,1,2014,471
West Los Angeles,37242,1,2014,832
West Los Angeles,37253,1,2014,1690
West Los Angeles,37255,1,2014,1246
West Los Angeles,37264,1,2014,980
West Los Angeles,37274,1,2014,334
West Los Angeles,37277,1,2014,1099
West Los Angeles,37278,1,2014,1370
West Los Angeles,37282,1,2014,1028
West Los Angeles,37283,1,2014,797
West Los Angeles,37286,1,2014,1139
West Los Angeles,37287,1,2014,994
West Los Angeles,37995,1,2014,1005
West Valley,27132,1,2014,942
West Valley,27175,1,2014,226
West Valley,33097,1,2014,3349
West Valley,36002,1,2014,1107
West Valley,36003,1,2014,1396
West Valley,36004,1,2014,1396
West Valley,36008,1,2014,1170
West Valley,36016,1,2014,204
West Valley,36017,1,2014,792
West Valley,36020,1,2014,1406
West Valley,36021,1,2014,1347
West Valley,36032,1,2014,1163
West Valley,36041,1,2014,1971
West Valley,36042,1,2014,1153
West Valley,36045,1,2014,644
West Valley,36069,1,2014,681
West Valley,36070,1,2014,1954
West Valley,36071,1,2014,760
West Valley,36072,1,2014,2411
West Valley,36073,1,2014,328
West Valley,36074,1,2014,1362
West Valley,36091,1,2014,1173
West Valley,36093,1,2014,1291
West Valley,36097,1,2014,924
West Valley,36170,1,2014,123
West Valley,36173,1,2014,193
West Valley,36175,1,2014,306
West Valley,36194,1,2014,1400
West Valley,36198,1,2014,1621
West Valley,36199,1,2014,1030
West Valley,36200,1,2014,1078
West Valley,36204,1,2014,1622
West Valley,36205,1,2014,1737
West Valley,36208,1,2014,1942
West Valley,36209,1,2014,1408
West Valley,36213,1,2014,1780
West Valley,36214,1,2014,1292
West Valley,36215,1,2014,2051
West Valley,36218,1,2014,1731
West Valley,36219,1,2014,1474
West Valley,36222,1,2014,1832
West Valley,36628,1,2014,1204
West Valley,36629,1,2014,1740
West Valley,36631,1,2014,1943
West Valley,36633,1,2014,1674
West Valley,36635,1,2014,1144
West Valley,36636,1,2014,1493
West Valley,36637,1,2014,670
West Valley,36638,1,2014,1345
West Valley,36640,1,2014,1178
West Valley,36641,1,2014,1118
West Valley,36642,1,2014,1807
West Valley,36645,1,2014,1165
West Valley,36646,1,2014,766
West Valley,36648,1,2014,828
West Valley,36649,1,2014,1221
West Valley,36651,1,2014,2111
West Valley,36656,1,2014,1188
West Valley,36658,1,2014,1774
West Valley,36663,1,2014,1876
West Valley,36670,1,2014,1631
West Valley,36671,1,2014,1727
West Valley,36672,1,2014,1592
West Valley,36674,1,2014,683
West Valley,36676,1,2014,1617
West Valley,36677,1,2014,1505
West Valley,36680,1,2014,653
West Valley,36681,1,2014,1548
West Valley,36682,1,2014,1291
West Valley,36683,1,2014,1412
West Valley,36684,1,2014,760
West Valley,36685,1,2014,1345
West Valley,36688,1,2014,1208
West Valley,36689,1,2014,1548
West Valley,36691,1,2014,962
West Valley,36692,1,2014,1354
West Valley,36697,1,2014,1590
West Valley,36699,1,2014,1848
West Valley,36700,1,2014,1586
West Valley,36701,1,2014,1586
West Valley,36703,1,2014,1536
West Valley,36704,1,2014,1335
West Valley,36707,1,2014,2042
West Valley,36708,1,2014,1139
West Valley,36709,1,2014,1561
West Valley,36710,1,2014,1990
West Valley,36714,1,2014,1299
West Valley,36715,1,2014,85
West Valley,36717,1,2014,1047
West Valley,36719,1,2014,1191
West Valley,36720,1,2014,1404
West Valley,36721,1,2014,1373
West Valley,36722,1,2014,1103
West Valley,36723,1,2014,1724
West Valley,36724,1,2014,1517
West Valley,36726,1,2014,324
West Valley,36727,1,2014,2029
West Valley,36729,1,2014,1403
West Valley,36731,1,2014,583
West Valley,36734,1,2014,1743
West Valley,36735,1,2014,1199
West Valley,36739,1,2014,1887
West Valley,36740,1,2014,1190
West Valley,36741,1,2014,1078
West Valley,36742,1,2014,1469
West Valley,36743,1,2014,1939
West Valley,36745,1,2014,1070
West Valley,36746,1,2014,1392
West Valley,36747,1,2014,1062
West Valley,36748,1,2014,1456
West Valley,36899,1,2014,887
West Valley,36901,1,2014,119
West Valley,36903,1,2014,183
West Valley,36914,1,2014,784
West Valley,36915,1,2014,400
West Valley,36916,1,2014,605
West Valley,36919,1,2014,350
West Valley,36921,1,2014,921
West Valley,36922,1,2014,1207
West Valley,36927,1,2014,754
West Valley,36942,1,2014,435
West Valley,36958,1,2014,796
West Valley,36961,1,2014,1531
West Valley,36964,1,2014,1798
West Valley,36966,1,2014,670
West Valley,36968,1,2014,951
West Valley,36972,1,2014,486
West Valley,36974,1,2014,1728
West Valley,36982,1,2014,1703
West Valley,36983,1,2014,1487
West Valley,36985,1,2014,944
West Valley,36986,1,2014,1625
West Valley,36990,1,2014,1456
West Valley,36992,1,2014,907
West Valley,36997,1,2014,1729
West Valley,37267,1,2014,57
West Valley,99999,1,2014,202
East Valley,27129,2,2014,316
East Valley,27142,2,2014,23
East Valley,27432,2,2014,360
East Valley,33065,2,2014,1088
East Valley,33095,2,2014,1343
East Valley,36001,2,2014,960
East Valley,36006,2,2014,1428
East Valley,36011,2,2014,68
East Valley,36012,2,2014,934
East Valley,36014,2,2014,1114
East Valley,36022,2,2014,690
East Valley,36023,2,2014,356
East Valley,36024,2,2014,762
East Valley,36025,2,2014,762
East Valley,36043,2,2014,502
East Valley,36044,2,2014,924
East Valley,36046,2,2014,1038
East Valley,36048,2,2014,692
East Valley,36051,2,2014,1177
East Valley,36052,2,2014,281
East Valley,36055,2,2014,952
East Valley,36061,2,2014,246
East Valley,36067,2,2014,1061
East Valley,36068,2,2014,409
East Valley,36077,2,2014,857
East Valley,36081,2,2014,1553
East Valley,36082,2,2014,1590
East Valley,36106,2,2014,202
East Valley,36107,2,2014,1043
East Valley,36109,2,2014,1020
East Valley,36126,2,2014,1001
East Valley,36161,2,2014,1730
East Valley,36167,2,2014,1120
East Valley,36168,2,2014,1177
East Valley,36171,2,2014,1174
East Valley,36174,2,2014,425
East Valley,36177,2,2014,1325
East Valley,36186,2,2014,630
East Valley,36187,2,2014,1340
East Valley,36188,2,2014,997
East Valley,36189,2,2014,1050
East Valley,36190,2,2014,240
East Valley,36191,2,2014,1155
East Valley,36192,2,2014,1120
East Valley,36193,2,2014,1090
East Valley,36203,2,2014,919
East Valley,36206,2,2014,159
East Valley,36207,2,2014,280
East Valley,36211,2,2014,705
East Valley,36212,2,2014,1005
East Valley,36216,2,2014,1054
East Valley,36217,2,2014,1522
East Valley,36220,2,2014,947
East Valley,36221,2,2014,1068
East Valley,36477,2,2014,822
East Valley,36479,2,2014,1406
East Valley,36484,2,2014,1331
East Valley,36490,2,2014,952
East Valley,36491,2,2014,1000
East Valley,36495,2,2014,1126
East Valley,36497,2,2014,843
East Valley,36499,2,2014,1325
East Valley,36500,2,2014,1200
East Valley,36501,2,2014,195
East Valley,36502,2,2014,1279
East Valley,36509,2,2014,536
East Valley,36510,2,2014,1016
East Valley,36511,2,2014,1182
East Valley,36514,2,2014,1270
East Valley,36515,2,2014,1175
East Valley,36518,2,2014,1051
East Valley,36520,2,2014,851
East Valley,36521,2,2014,738
East Valley,36523,2,2014,756
East Valley,36524,2,2014,985
East Valley,36525,2,2014,1071
East Valley,36529,2,2014,196
East Valley,36530,2,2014,987
East Valley,36534,2,2014,1075
East Valley,36535,2,2014,868
East Valley,36536,2,2014,833
East Valley,36538,2,2014,847
East Valley,36540,2,2014,895
East Valley,36544,2,2014,1256
East Valley,36546,2,2014,1343
East Valley,36548,2,2014,684
East Valley,36550,2,2014,767
East Valley,36551,2,2014,796
East Valley,36553,2,2014,995
East Valley,36555,2,2014,611
East Valley,36558,2,2014,312
East Valley,36559,2,2014,1250
East Valley,36560,2,2014,347
East Valley,36561,2,2014,1029
East Valley,36563,2,2014,533
East Valley,36564,2,2014,1267
East Valley,36566,2,2014,978
East Valley,36567,2,2014,1289
East Valley,36568,2,2014,128
East Valley,36569,2,2014,623
East Valley,36570,2,2014,1048
East Valley,36571,2,2014,1460
East Valley,36572,2,2014,777
East Valley,36573,2,2014,947
East Valley,36574,2,2014,1118
East Valley,36577,2,2014,1104
East Valley,36578,2,2014,1390
East Valley,36580,2,2014,777
East Valley,36612,2,2014,1175
East Valley,36613,2,2014,929
East Valley,36614,2,2014,978
East Valley,36616,2,2014,1177
East Valley,36617,2,2014,1244
East Valley,36618,2,2014,536
East Valley,36619,2,2014,898
East Valley,36621,2,2014,1051
East Valley,36622,2,2014,1159
East Valley,36623,2,2014,1095
East Valley,36624,2,2014,923
East Valley,36749,2,2014,302
East Valley,36881,2,2014,463
East Valley,36882,2,2014,522
East Valley,36888,2,2014,263
East Valley,36889,2,2014,105
East Valley,36894,2,2014,382
East Valley,36900,2,2014,476
East Valley,36902,2,2014,481
East Valley,36904,2,2014,310
East Valley,36917,2,2014,260
East Valley,36926,2,2014,1090
East Valley,36943,2,2014,1120
East Valley,36954,2,2014,769
East Valley,36960,2,2014,830
East Valley,36963,2,2014,844
East Valley,36965,2,2014,844
East Valley,36967,2,2014,1006
East Valley,36970,2,2014,1353
East Valley,36976,2,2014,1155
East Valley,36991,2,2014,1015
East Valley,36994,2,2014,1031
East Valley,36995,2,2014,908
East Valley,37265,2,2014,111
Harbor,27130,2,2014,267
Harbor,33092,2,2014,2322
Harbor,36035,2,2014,354
Harbor,36088,2,2014,978
Harbor,36098,2,2014,643
Harbor,36101,2,2014,460
Harbor,36110,2,2014,891
Harbor,36470,2,2014,491
Harbor,36779,2,2014,798
Harbor,36780,2,2014,651
Harbor,36783,2,2014,752
Harbor,36784,2,2014,553
Harbor,36785,2,2014,563
Harbor,36787,2,2014,575
Harbor,36790,2,2014,384
Harbor,36792,2,2014,778
Harbor,36794,2,2014,688
Harbor,36795,2,2014,742
Harbor,36797,2,2014,685
Harbor,36800,2,2014,684
Harbor,36803,2,2014,826
Harbor,36804,2,2014,647
Harbor,36806,2,2014,534
Harbor,36807,2,2014,595
Harbor,36808,2,2014,848
Harbor,36824,2,2014,643
Harbor,36852,2,2014,546
Harbor,36853,2,2014,779
Harbor,36865,2,2014,414
Harbor,36869,2,2014,1013
Harbor,37218,2,2014,255
Harbor,37222,2,2014,480
Harbor,37223,2,2014,483
Harbor,37224,2,2014,656
Harbor,37994,2,2014,133
North Central,1387,2,2014,136
North Central,11099,2,2014,403
North Central,27126,2,2014,687
