District,TruckNo,EventMonth,EventYear,TotalMiles
South Central,36945,4,2014,1021
South Central,36950,4,2014,814
South Central,36951,4,2014,880
South Central,36952,4,2014,810
South Central,36953,4,2014,629
South Central,36959,4,2014,678
South Central,36971,4,2014,779
South Central,36973,4,2014,754
South Central,36975,4,2014,425
South Central,36977,4,2014,808
South Central,36979,4,2014,524
South Central,36980,4,2014,1586
South Central,36981,4,2014,815
South Central,36987,4,2014,938
South Central,36988,4,2014,983
South Central,36989,4,2014,1008
South Central,36993,4,2014,918
South Central,36998,4,2014,845
South Central,37012,4,2014,1272
West Los Angeles,27141,4,2014,293
West Los Angeles,29092,4,2014,367
West Los Angeles,33094,4,2014,1751
West Los Angeles,36059,4,2014,1058
West Los Angeles,36060,4,2014,939
West Los Angeles,36064,4,2014,977
West Los Angeles,36065,4,2014,645
West Los Angeles,36066,4,2014,560
West Los Angeles,36086,4,2014,1069
West Los Angeles,36089,4,2014,1165
West Los Angeles,36112,4,2014,535
West Los Angeles,36113,4,2014,1070
West Los Angeles,36164,4,2014,38
West Los Angeles,36165,4,2014,656
West Los Angeles,36293,4,2014,1051
West Los Angeles,36459,4,2014,94
West Los Angeles,36756,4,2014,796
West Los Angeles,36757,4,2014,678
West Los Angeles,36758,4,2014,1312
West Los Angeles,36759,4,2014,995
West Los Angeles,36760,4,2014,433
West Los Angeles,36761,4,2014,723
West Los Angeles,36762,4,2014,1353
West Los Angeles,36763,4,2014,1321
West Los Angeles,36764,4,2014,1814
West Los Angeles,36765,4,2014,996
West Los Angeles,36767,4,2014,878
West Los Angeles,36768,4,2014,332
West Los Angeles,36769,4,2014,1694
West Los Angeles,36770,4,2014,465
West Los Angeles,36771,4,2014,1114
West Los Angeles,36772,4,2014,464
West Los Angeles,36773,4,2014,1001
West Los Angeles,36774,4,2014,861
West Los Angeles,36775,4,2014,388
West Los Angeles,36776,4,2014,1459
West Los Angeles,36777,4,2014,1033
West Los Angeles,36778,4,2014,1105
West Los Angeles,36781,4,2014,882
West Los Angeles,36782,4,2014,1566
West Los Angeles,36786,4,2014,887
West Los Angeles,36788,4,2014,1518
West Los Angeles,36789,4,2014,1764
West Los Angeles,36791,4,2014,678
West Los Angeles,36793,4,2014,509
West Los Angeles,36796,4,2014,1483
West Los Angeles,36798,4,2014,735
West Los Angeles,36799,4,2014,1040
West Los Angeles,36801,4,2014,347
West Los Angeles,36805,4,2014,1446
West Los Angeles,36809,4,2014,165
West Los Angeles,36810,4,2014,925
West Los Angeles,36811,4,2014,995
West Los Angeles,36812,4,2014,871
West Los Angeles,36813,4,2014,579
West Los Angeles,36814,4,2014,1382
West Los Angeles,36815,4,2014,923
West Los Angeles,36816,4,2014,728
West Los Angeles,36817,4,2014,985
West Los Angeles,36818,4,2014,1050
West Los Angeles,36819,4,2014,541
West Los Angeles,36820,4,2014,809
West Los Angeles,36821,4,2014,1026
West Los Angeles,36822,4,2014,843
West Los Angeles,36823,4,2014,835
West Los Angeles,36825,4,2014,721
West Los Angeles,36827,4,2014,935
West Los Angeles,36828,4,2014,1931
West Los Angeles,36829,4,2014,1068
West Los Angeles,36830,4,2014,863
West Los Angeles,36831,4,2014,1252
West Los Angeles,36832,4,2014,862
West Los Angeles,36833,4,2014,780
West Los Angeles,36834,4,2014,489
West Los Angeles,36835,4,2014,845
West Los Angeles,36836,4,2014,915
West Los Angeles,36837,4,2014,1530
West Los Angeles,36839,4,2014,1391
West Los Angeles,36840,4,2014,914
West Los Angeles,36841,4,2014,1041
West Los Angeles,36842,4,2014,1475
West Los Angeles,36843,4,2014,1652
West Los Angeles,36844,4,2014,892
West Los Angeles,36845,4,2014,679
West Los Angeles,36846,4,2014,1174
West Los Angeles,36848,4,2014,739
West Los Angeles,36849,4,2014,970
West Los Angeles,36850,4,2014,1336
West Los Angeles,36851,4,2014,788
West Los Angeles,36854,4,2014,943
West Los Angeles,36855,4,2014,537
West Los Angeles,36856,4,2014,1244
West Los Angeles,36857,4,2014,780
West Los Angeles,36858,4,2014,792
West Los Angeles,36859,4,2014,1229
West Los Angeles,36860,4,2014,1366
West Los Angeles,36861,4,2014,932
West Los Angeles,36862,4,2014,1532
West Los Angeles,36863,4,2014,782
West Los Angeles,36864,4,2014,846
West Los Angeles,36866,4,2014,1415
West Los Angeles,36867,4,2014,785
West Los Angeles,36868,4,2014,1025
West Los Angeles,36870,4,2014,941
West Los Angeles,36871,4,2014,1027
West Los Angeles,37013,4,2014,750
West Los Angeles,37019,4,2014,453
West Los Angeles,37020,4,2014,640
West Los Angeles,37021,4,2014,663
West Los Angeles,37169,4,2014,881
West Los Angeles,37182,4,2014,1032
West Los Angeles,37186,4,2014,63
West Los Angeles,37188,4,2014,167
West Los Angeles,37189,4,2014,1130
West Los Angeles,37226,4,2014,897
West Los Angeles,37227,4,2014,659
West Los Angeles,37230,4,2014,312
West Los Angeles,37233,4,2014,75
West Los Angeles,37234,4,2014,96
West Los Angeles,37237,4,2014,172
West Los Angeles,37239,4,2014,543
West Los Angeles,37242,4,2014,475
West Los Angeles,37253,4,2014,1461
West Los Angeles,37255,4,2014,1365
West Los Angeles,37264,4,2014,326
West Los Angeles,37277,4,2014,262
West Los Angeles,37278,4,2014,1211
West Los Angeles,37282,4,2014,1151
West Los Angeles,37283,4,2014,546
West Los Angeles,37286,4,2014,1061
West Los Angeles,37287,4,2014,1006
West Los Angeles,37995,4,2014,789
West Valley,27132,4,2014,953
West Valley,27175,4,2014,121
West Valley,33097,4,2014,3317
West Valley,36002,4,2014,670
West Valley,36003,4,2014,1370
West Valley,36004,4,2014,1502
West Valley,36008,4,2014,876
West Valley,36016,4,2014,178
West Valley,36017,4,2014,1099
West Valley,36020,4,2014,1317
West Valley,36021,4,2014,1220
West Valley,36032,4,2014,309
West Valley,36041,4,2014,1769
West Valley,36042,4,2014,1167
West Valley,36045,4,2014,792
West Valley,36069,4,2014,855
West Valley,36070,4,2014,1436
West Valley,36071,4,2014,692
West Valley,36072,4,2014,1808
West Valley,36073,4,2014,627
West Valley,36074,4,2014,1225
West Valley,36091,4,2014,1175
West Valley,36093,4,2014,1187
West Valley,36097,4,2014,650
West Valley,36170,4,2014,185
West Valley,36175,4,2014,297
West Valley,36176,4,2014,123
West Valley,36194,4,2014,1276
West Valley,36198,4,2014,1420
West Valley,36199,4,2014,854
West Valley,36200,4,2014,1073
West Valley,36204,4,2014,1605
West Valley,36205,4,2014,1485
West Valley,36208,4,2014,1837
West Valley,36209,4,2014,1209
West Valley,36213,4,2014,1470
West Valley,36214,4,2014,1134
West Valley,36215,4,2014,1724
West Valley,36218,4,2014,1373
West Valley,36219,4,2014,1332
West Valley,36222,4,2014,1718
West Valley,36628,4,2014,1204
West Valley,36629,4,2014,163
West Valley,36631,4,2014,1717
West Valley,36635,4,2014,1319
West Valley,36636,4,2014,1372
West Valley,36637,4,2014,1473
West Valley,36638,4,2014,1823
West Valley,36641,4,2014,1697
West Valley,36642,4,2014,72
West Valley,36643,4,2014,1852
West Valley,36645,4,2014,1077
West Valley,36646,4,2014,968
West Valley,36648,4,2014,1103
West Valley,36649,4,2014,1158
West Valley,36651,4,2014,1274
West Valley,36653,4,2014,1540
West Valley,36656,4,2014,1005
West Valley,36658,4,2014,1701
West Valley,36663,4,2014,1398
West Valley,36670,4,2014,924
West Valley,36671,4,2014,1646
West Valley,36672,4,2014,1493
West Valley,36674,4,2014,825
West Valley,36676,4,2014,1708
West Valley,36677,4,2014,813
West Valley,36680,4,2014,782
West Valley,36681,4,2014,1005
West Valley,36682,4,2014,863
West Valley,36683,4,2014,1437
West Valley,36685,4,2014,1267
West Valley,36687,4,2014,1545
West Valley,36688,4,2014,930
West Valley,36689,4,2014,1218
West Valley,36691,4,2014,1436
West Valley,36692,4,2014,1394
West Valley,36697,4,2014,1467
West Valley,36699,4,2014,997
West Valley,36700,4,2014,1508
West Valley,36701,4,2014,1484
West Valley,36703,4,2014,1363
West Valley,36704,4,2014,1354
West Valley,36708,4,2014,1377
West Valley,36709,4,2014,1039
West Valley,36710,4,2014,1591
West Valley,36713,4,2014,702
West Valley,36714,4,2014,1200
West Valley,36715,4,2014,1369
West Valley,36716,4,2014,1227
West Valley,36717,4,2014,1050
West Valley,36719,4,2014,1145
West Valley,36720,4,2014,571
West Valley,36721,4,2014,1407
West Valley,36722,4,2014,1104
West Valley,36723,4,2014,1649
West Valley,36724,4,2014,1263
West Valley,36725,4,2014,1949
West Valley,36726,4,2014,1093
West Valley,36727,4,2014,2002
West Valley,36729,4,2014,214
West Valley,36731,4,2014,958
West Valley,36734,4,2014,1392
West Valley,36739,4,2014,1312
West Valley,36740,4,2014,1185
West Valley,36741,4,2014,622
West Valley,36742,4,2014,1360
West Valley,36743,4,2014,1634
West Valley,36746,4,2014,1501
West Valley,36747,4,2014,1477
West Valley,36748,4,2014,1519
West Valley,36896,4,2014,876
West Valley,36899,4,2014,300
West Valley,36901,4,2014,1011
West Valley,36903,4,2014,9
West Valley,36914,4,2014,687
West Valley,36915,4,2014,570
West Valley,36916,4,2014,429
West Valley,36919,4,2014,393
West Valley,36921,4,2014,216
West Valley,36922,4,2014,551
West Valley,36927,4,2014,1627
West Valley,36942,4,2014,246
West Valley,36961,4,2014,1138
West Valley,36964,4,2014,1181
West Valley,36966,4,2014,865
West Valley,36968,4,2014,955
West Valley,36972,4,2014,561
West Valley,36974,4,2014,1580
West Valley,36982,4,2014,1382
West Valley,36985,4,2014,943
West Valley,36986,4,2014,1506
West Valley,36990,4,2014,1452
West Valley,36997,4,2014,1596
