Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Courtney Chesla Torres,,,,Equifax ,,3,2014,$6000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18543
Courtney Chesla Torres,,,,Lamar Media Corp.,,3,2014,$13500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18543
Courtney Chesla Torres,,,,"Lyft, Inc.",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18543
Colibri Strategies,,,,Liberty Hill Foundation ,,3,2014,$4275.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18544
Colibri Strategies,,,,Los Angeles Neighborhood Land Trust,,3,2014,$1500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18544
Donald R. Spivack,,,,Los Angeles Neighborhood Land Trust,,3,2014,$2175.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18545
Donald R. Spivack,,,,Liberty Hill Foundation ,,3,2014,$1955.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18545
Mercury Public Affairs,,,,Autodesk,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18549
Mercury Public Affairs,,,,California Restaurant Association,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18549
Mercury Public Affairs,,,,Tribune,,3,2014,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18549
Mercury Public Affairs,,,,"Terrecon, Inc.",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18549
Mercury Public Affairs,,,,LA River Revitalization Corporation,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18549
"Elizabeth Peterson Group, Inc.",,,,The Ebell of Los Angeles,,3,2014,$1500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,Town Pizza Beeer & Wine LLC,,3,2014,$500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,"Kohn Gallery, Inc.",,3,2014,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,"Chol Enterprises, Inc.",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,Case Real Estate Partners LLC,,3,2014,$8000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,Old Pal Group LLC,,3,2014,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,Button Mash LLC,,3,2014,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,Ammo,,3,2014,$2500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,Clark Street Realty LLC,,3,2014,$2500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
"Elizabeth Peterson Group, Inc.",,,,Embassy Partners,,3,2014,$2500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18550
McDermott Consulting Inc.,,,,"Marathon Communications, Inc. on behalf of Bob Hope Airport ",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18553
Dave Cunningham & Assoc,,,,Electric Guard Dog,,3,2014,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18554
"Aristos Strategy, LLC",,,,Advanced Environmental Group LLC,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18558
"Aristos Strategy, LLC",,,,Jenna Development,,3,2014,$14000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18558
"Aristos Strategy, LLC",,,,Waste Resources Inc.,,3,2014,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18558
Greer/Dailey,,,,Fox Studios,,3,2014,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18560
Greer/Dailey,,,,JMB Realty,,3,2014,$39326.08,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18560
Greer/Dailey,,,,NBC Universal Studios,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18560
Svorinich & Associates,,,,Los Angeles Off Airport Parking Association,,3,2014,$45898.04,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18561
Svorinich & Associates,,,,Midway Rent-A-Car,,3,2014,$25703.80,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18561
Svorinich & Associates,,,,Mortimer and Wallace Inc.,,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18561
Svorinich & Associates,,,,Plains All American Pipeline,,3,2014,$69413.09,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18561
Svorinich & Associates,,,,Ports O'Call Restaurant Corporation,,3,2014,$3675.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18561
Svorinich & Associates,,,,Rancho LPG Holdings Inc.,,3,2014,$91231.31,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18561
Svorinich & Associates,,,,Specialty Restaurants Corporation,,3,2014,$11026.60,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18561
Ek & Ek,,,,AECOM,,3,2014,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,American Airlines,,3,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,California Hotel & Lodging Association,,3,2014,$37500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,CalPortland Cement,,3,2014,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Comcast ,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Crown Disposal,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,DFS North America,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Farmers Insurance,,3,2014,$13500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Forrest Lawn,,3,2014,$50000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,HMS Host,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,JC Decaux North America,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,JMB Realty Corporation,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Live Nation,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,MackUrban,,3,2014,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Motion Picture Association of America,,3,2014,$33415.32,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,"NBCUniversal Media, LLC",,3,2014,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,NIKE ï¿½ GBU West,,3,2014,$11200.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Northrop Gruman Corporation,,3,2014,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Parking Concepts Inc,,3,2014,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Planet Aid,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Valero Inc,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Walmart,,3,2014,$40000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Warren E&P Inc.,,3,2014,$41899.19,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Ek & Ek,,,,Yellow Cab,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18578
Paul Hastings LLP,,Carl W.,,Robertson,,3,2014,$4650.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18584
Paul Hastings LLP,,,,"Greenland US Holding, Inc.",,3,2014,$10074.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18584
Paul Hastings LLP,,,,Townscape Partners,,3,2014,$25132.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18584
Paul Hastings LLP,,,,Hanjin International Corporation ,,3,2014,$23471.10,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18584
Ek & Sunkin,,,,BreitBurn Management Company,,3,2014,$50000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18587
Ek & Sunkin,,,,Intelligent Sign Network LLC,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18587
Ek & Sunkin,,,,Jason Teague,,3,2014,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18587
Ek & Sunkin,,,,Los Angeles Business Council,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18587
Ek & Sunkin,,,,McCourt Global,,3,2014,$60000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18587
Ek & Sunkin,,,,Pacific Maritime Association,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18587
"Sheppard, Mullin, Richter & Hampton LLP",,,,1775 N. Summitridge,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,"222 Main Street Investors, LP",,3,2014,$18455.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,"228 S. Main Street, LLC",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,Bundy Goshen - Acorn,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,Champion Real Estate Company,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Chinese Theatre, LLC",,3,2014,$4090.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Fogo de Chao Churrascarta (Los Angeles), LLC",,3,2014,$42223.77,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Harridge Development Group, LLC",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,Hudson Capital LLC,,3,2014,$60704.12,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,John,,Ladner,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,LGO Hospitality,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,Millennium Partners LA,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Orchard Supply Company, LLC",,3,2014,$28600.16,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,Pukeiti/Ruapehu LLC,,3,2014,$595.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,RECP Sydell Wilshire,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,Taft Owner Partners LLC,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,Petros,,Taglyan,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,The Walt Disney Company,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
"Sheppard, Mullin, Richter & Hampton LLP",,,,"Whitebird, Inc.",,3,2014,$178.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18593
Mike Roos and Company,,,,CBS Outdoor,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18594
Mike Roos and Company,,,,City of Ontario,,3,2014,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18594
Mike Roos and Company,,,,Mike Roos & Company on behalf of Bell Cab,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18594
Mike Roos and Company,,,,Terra-Gen Operating Company,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18594
Mike Roos and Company,,,,The Coffee Bean & Tea Leaf,,3,2014,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18594
Richard Alatorre,,,,I Love L.A.,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18595
Richard Alatorre,,,,Mike Roos & Company on behalf of Bell Cab,,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18595
Sugerman Communications Group,,,,Archer School for Girls,,3,2014,$32553.02,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18602
Sugerman Communications Group,,,,Boston Global Investors (BGI),,3,2014,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18602
Sugerman Communications Group,,,,"Capri Urban Baldwin, LLC; Capri Urban Crenshaw, LLC",,3,2014,$9000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18602
Sugerman Communications Group,,,,FIFTEEN GROUP,,3,2014,$20343.19,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18602
Sugerman Communications Group,,BRUCE & MARTHA,,KARSH,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18602
Sugerman Communications Group,,,,LOYOLA MARYMOUNT UNIVERSITY,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18602
Rick Taylor and Associates,,,,Freeport-McMoran Oil & Gas,,3,2014,$48000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18609
Rick Taylor and Associates,,,,Paramount Construction,,3,2014,$12375.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18609
"Planning Associates, Inc.",,,,AF Gilmore Company,,3,2014,$1100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,6701 Louise Avenue LLC,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,"AG CorAmerica Northridge Holdings, LP",,3,2014,$1050.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,Archdiocese of Los Angeles,,3,2014,$600.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,James,,Goldstein,,3,2014,$550.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,Hudson Pacific Properties,,3,2014,$200.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,IHP Capital Partners,,3,2014,$1100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,Kaiser Permanente,,3,2014,$1850.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,MBL Properties Company,,3,2014,$1200.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,Porter Ranch Development Company,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,Trudy,,Presser,,3,2014,$3100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,"Roll Properties International, Inc.",,3,2014,$450.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,"Shapell Liberty Investment Properties, LLC",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,"SSBG, LLC",,3,2014,$1150.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,Toll Brothers,,3,2014,$1400.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,"Weddington Golf and Tennis, LLC",,3,2014,$600.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,"Westfield, LLC",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
"Planning Associates, Inc.",,,,"Wilshire Gayley, LLC",,3,2014,$1200.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18617
Central City Development Group,,,,"East River Group, LLC",,3,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18619
Central City Development Group,,,,Elem Tree Investment,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18619
Central City Development Group,,,,"Grand Pacific 7-28, LLC",,3,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18619
"High Point Strategies, LLC",,,,City of El Segundo,,3,2014,$18750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18625
"High Point Strategies, LLC",,,,"Kinkisharyo International, LLC",,3,2014,$17000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18625
Ernst & Young LLP,,,,Davita Healthcare Partners Inc.,,3,2014,$1324.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18626
Ernst & Young LLP,,,,Pratt & Whitney Rocketdyne,,3,2014,$6851.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18626
Strategic Government Affairs,,,,Crown Castle International,,3,2014,$1616.04,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,Hewlett Packard Company,,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,Landmark Aviation,,3,2014,$6750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,"MultiState Associates, on behalf of DIRECTV Group, Inc.",,3,2014,$3750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,"MultiState Associates, on behalf of DISH Network, LLC",,3,2014,$1500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,"MultiState Associates, on behalf of Satellite Broadcasting and Communications Association",,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,NextEra Energy Resources,,3,2014,$11272.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,Recology,,3,2014,$23448.28,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,Skanska USA Civil West California Distirct,,3,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,Southwest Airlines Co,,3,2014,$5746.79,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Strategic Government Affairs,,,,"Urban Motion, Inc., dba Segway LA",,3,2014,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18629
Kuba & Assoc,,,,American Florist Exchange,,3,2014,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18632
Kuba & Assoc,,,,"Warren Resources, Inc.",,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18632
Kuba & Assoc,,,,Childrens Hospital Los Angeles,,3,2014,$18000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18632
Kuba & Assoc,,,,LA General Services Police Officer's Association,,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18632
Kuba & Assoc,,,,"Tower Lane Properties, Inc.",,3,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18632
Kuba & Assoc,,,,LA Fire Chief Officers Association,,3,2014,$5100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18632
Kuba & Assoc,,,,United Food and Commerical Workers 770,,3,2014,$10500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18632
"Gibson, Dunn and Crutcher",,,,Freeport-McMoran Oil and Gas,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18648
Erin Lehane,,,,JMB Realty Corporation,,3,2014,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18654
"Kirra, LLC",,,,Live Nation Entertainment Inc.,,3,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18660
"Kirra, LLC",,,,CH2M HILL,,3,2014,$22000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18660
"Kirra, LLC",,,,Scatec Solar,,3,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=18660
