Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Butterfield Communications,,,,Bentall Kennedy (U.S.) LP ,,1,2013,$28175.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14949
Butterfield Communications,,,,Burlington Northern and Santa Fe Railway,,1,2013,$60040.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14949
Butterfield Communications,,,,Wallenius Wilhelmsenn Logistics,,1,2013,$10275.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14949
Psomas,,,,"Beverly La Cienega, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"Book City News, Inc.",,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,Brookfield Residential,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"Highland and Selma Venture, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,IDS Real Estate Group,,1,2013,$2000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"Lennar Homes of California, Inc.",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"LPC West, LLC",,1,2013,$3150.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,Millennium Partners LA,,1,2013,$2720.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,Charles T.,,Munger,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"NBCUniversal Media, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,Onni Contracting (California) Inc.,,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"Philena Properties, L.P.",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"Pine Crest Homes, LLC",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"Red Hot Enterprises, LLC",,1,2013,$150.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,,,"Warner 2 D/E/P, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Psomas,,James P.,,Wohl,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14963
Astor & Kingsland,,,,Los Angeles County Waste Management Association,,1,2013,$1500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14965
Wayne Avrashow - Law Offices,,,,Forestar Real Estate Group,,1,2013,$39723.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14973
Wayne Avrashow - Law Offices,,,,Stanley Hill LLC ,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14973
McCarty Co LLC,,,,Associated Estates Realty Corporation,,1,2013,$9870.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,Avalon Bay Communities Inc,,1,2013,$44406.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,"GH Palmer Assoc (Palmer/Flower Street Properties, LP)",,1,2013,$27125.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,L&R Parking,,1,2013,$7087.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,Medical Asset Management,,1,2013,$18143.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,Sares Regis Group/Michael J. Wnter,,1,2013,$3106.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,"Outback Steakhouse, Inc.",,1,2013,$7962.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,State Bar of California,,1,2013,$19162.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
McCarty Co LLC,,,,Wood Partners,,1,2013,$19031.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14974
Morris and Swanson,,,,Altria Client Services Inc.,,1,2013,$18124.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14978
"Andrew Casana and Associates, LLC",,,,7-11,,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=14982
"Alpert Barr & Grant, A Professional Law Corporation",,,,Geosyntec Consultants,,1,2013,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15002
"Alpert Barr & Grant, A Professional Law Corporation",,,,"Playa Capital Company, LLC",,1,2013,$15807.60,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15002
"Alpert Barr & Grant, A Professional Law Corporation",,,,Scatec Solar,,1,2013,$28990.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15002
"Alpert Barr & Grant, A Professional Law Corporation",,,,Shubin-Nadal Realty Investors,,1,2013,$4950.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15002
"Alpert Barr & Grant, A Professional Law Corporation",,,,"SODA MOUNTAIN SOLAR, LLC",,1,2013,$32250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15002
"Alpert Barr & Grant, A Professional Law Corporation",,,,Time Warner Communications,,1,2013,$2677.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15002
Arnie Berghoff & Associates,,,,American Medical Response of So. California (AMR),,1,2013,$50000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Athens Services,,1,2013,$60000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Arcadis US Inc.,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Barren Ridge 1  (Recurrent Energy),,1,2013,$32000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,BNSF Railway Company,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Cisco Systems Inc,,1,2013,$25252.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,City of Beverly Hills,,1,2013,$11000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Clear Channel Airports,,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Clear Channel Outdoor,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Estate Research Associates,,1,2013,$6000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,"Green Conversion Systems, LLC",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,"IMPEX Technologies, Inc.",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,NORESCO LLC,,1,2013,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,"Oracle America, Inc.",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Repipe California / Inland Pipe Rehabilitation LLC,,1,2013,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,"SAS Institute, Inc.",,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,"SERCO, Inc.",,1,2013,$36000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,World Wide Technology,,1,2013,$11250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
Arnie Berghoff & Associates,,,,Affirmed Housing Group,,1,2013,$26500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15006
"Rosenheim & Associates, Inc.",,,,A Community of Friends,,1,2013,$4660.91,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,"Agora Realty & Management, Inc.",,1,2013,$2872.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Avalon Bay Communities Inc,,1,2013,$2014.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Brentwood Capital Partners,,1,2013,$368.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Chabad of West Hills,,1,2013,$914.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,"Chavez Realty Development, LLC",,1,2013,$7213.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,El Cortez Motel,,1,2013,$2587.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,"Emser, LLC",,1,2013,$221.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,"En Pointe Investments, LLC",,1,2013,$810.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,EnGage Mediation,,1,2013,$360.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Equinox Fitness,,1,2013,$2625.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,"GK Ventures, LLC",,1,2013,$781.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,"Hollywood Tow Service, Inc.",,1,2013,$1304.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Holy Martyrs Armenian Elementary & Ferrahian High School,,1,2013,$1330.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Iglesia de Cristo Emanuel Llamada Final,,1,2013,$1512.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,Juliana,,Maio,,1,2013,$7726.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Keyes Motors Inc,,1,2013,$781.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Jewish Home for the Aging,,1,2013,$7686.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,"MREC Pinecrest, LLC",,1,2013,$1047.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",Mr.,Nathan,,Fischel,,1,2013,$922.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Pacifica Montessori School,,1,2013,$1510.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",Mr.,Richard,,Coulter,,1,2013,$705.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Shubin-Nadal Realty Investors,,1,2013,$811.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Somerset Group,,1,2013,$1194.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Warner Center Association,,1,2013,$2364.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,West Valley Eruv Society,,1,2013,$1404.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
"Rosenheim & Associates, Inc.",,,,Yeshiva Ketana of Los Angeles,,1,2013,$3916.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15019
Afriat Consulting Group Inc,,,,Angelenos for Safe Access Committee,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,Atlas Iron & Metal Company,,1,2013,$7887.62,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,Anthem Blue Cross,,1,2013,$3915.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,"SM 10000 Property, LLC",,1,2013,$7327.35,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,"CH Acquisitions 2, LLC",,1,2013,$18634.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,Clear Channel Outdoor,,1,2013,$43677.14,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,"MCLV Properties, LLC c/o Genton Property Group",,1,2013,$11392.47,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,Genton Property Group,,1,2013,$765.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,"512 Perugia Way, LLC",,1,2013,$40195.54,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,Jonathan Hausman & ,,Danielle E. Miller,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,"Century City Realty, LLC",,1,2013,$13842.38,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,Bruce & Martha,,Karsh,,1,2013,$20404.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,"Philena Properties, L.P.",,1,2013,$12607.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,ACE of California,,1,2013,$18063.97,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,"Consolidated Disposal Service, L.L.C.",,1,2013,$35214.31,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
Afriat Consulting Group Inc,,,,Wal-Mart Stores Inc.,,1,2013,$37500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15020
JK Land Use Consulting,,,,Lincoln Property Company,,1,2013,$9178.81,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15021
JK Land Use Consulting,,,,The Broad Collection,,1,2013,$1400.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15021
"TMG Solutions, Inc",,,,1724 Armacost LLC,,1,2013,$5947.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15031
"TMG Solutions, Inc",,,,Whole Foods Market,,1,2013,$3887.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15031
Alston & Bird LLP,,,,"LA STREETCAR, INC.",,1,2013,$6497.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15033
Alston & Bird LLP,,,,BENHAR/EDITING FILM CENTER,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15033
Alston & Bird LLP,,,,Autry National Center,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15033
Alston & Bird LLP,,,,"ILLUMINATED CITY, INC.",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15033
Alston & Bird LLP,,,,Oxbow Gas LLC,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15033
Alston & Bird LLP,,,,Santa Monica Pavilion II,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15033
Alston & Bird LLP,,,,Westfield Corporation,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15033
Rogers Ruder Finn,,,,Raytheon Company,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15043
Paul Hastings LLP,,,,Harvard-Westlake,,1,2013,$47000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15047
Paul Hastings LLP,,,,Kilroy Realty Corporation,,1,2013,$3230.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15047
Paul Hastings LLP,,,,Cedars-Sinai Medical Center,,1,2013,$12800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15047
Paul Hastings LLP,,,,Townscape Partners,,1,2013,$10950.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15047
Paul Hastings LLP,,,,Hanjin International Corporation ,,1,2013,$1874.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15047
Latham & Watkins LLP,,,,Montrose Chemical Corporation of California,,1,2013,$55568.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"CH Palladium, LLC",,1,2013,$8745.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"Honeywell International, Inc.",,1,2013,$5916.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,BRUCE & MARTHA,,KARSH,,1,2013,$38001.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"NBCUniversal Media, LLC",,1,2013,$137016.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"Westfield, LLC",,1,2013,$20443.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"512 Perugia Way, LLC",,1,2013,$6489.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"Apartment Investments & Management Company (""AIMCO"")",,1,2013,$9484.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,Archer School for Girls,,1,2013,$13933.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,Clear Channel Outdoor,,1,2013,$44497.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"DCOR, LLC",,1,2013,$691.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,Forest Lawn Memorial Park Assn,,1,2013,$4895.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,"GH Palmer Assoc (Palmer/Flower Street Properties, LP)",,1,2013,$710.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,Paramount Studios,,1,2013,$3742.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Latham & Watkins LLP,,,,Urbaser,,1,2013,$3795.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15050
Dominick W Rubalcava - Atty at Law,,,,Administrative Services Co-Op,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15052
Dominick W Rubalcava - Atty at Law,,,,Shammas Automotive Group,,1,2013,$37900.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15052
Dominick W Rubalcava - Atty at Law,,,,Summt Media LLC,,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15052
Dominick W Rubalcava - Atty at Law,,,,Toyota Central,,1,2013,$17300.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15052
Seymour Consulting Group,,,,M&A Gabaee,,1,2013,$9992.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15056
Seymour Consulting Group,,,,Occidental College,,1,2013,$94.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15056
Seymour Consulting Group,,,,Soho House,,1,2013,$13803.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15056
Armbruster Goldsmith & Delvac LLP,,,,"512 Perugia Way, LLC",,1,2013,$3421.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,A&S Brewing Collaborative LLC,,1,2013,$4736.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,ACC OP Development LLC,,1,2013,$5236.08,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,1430 N. Cahuenga Partners LP,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,AEG,,1,2013,$82836.68,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Associated Estates,,1,2013,$5406.36,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,"Boy Scouts of America, Western Los Angeles Cty",,1,2013,$321.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Brentwood School,,1,2013,$5833.36,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,Cascades Project Owner LLC,,1,2013,$9048.69,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,Kelvin,,Davis,,1,2013,$5176.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
Armbruster Goldsmith & Delvac LLP,,,,"Din/Cal 2, Inc.",,1,2013,$4032.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15058
