DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Terminal 2,Departure,International,1240
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Terminal 4,Arrival,Domestic,142094
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Terminal 4,Departure,Domestic,140479
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,International Terminal,Arrival,International,2521
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Misc. Terminal,Departure,Domestic,941
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Terminal 2,Arrival,Domestic,53871
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Terminal 2,Departure,Domestic,54196
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Terminal 2,Departure,International,3433
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Terminal 4,Arrival,Domestic,143790
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Terminal 4,Departure,Domestic,139743
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,International Terminal,Arrival,International,3112
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Misc. Terminal,Arrival,International,48
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,47851
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,47119
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Terminal 2,Departure,International,2903
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,131859
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,131551
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,International Terminal,Arrival,International,1198
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,404
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Misc. Terminal,Arrival,International,44
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,170
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,43875
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,44294
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Terminal 2,Departure,International,1236
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,121866
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,120975
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,International Terminal,Arrival,International,1342
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,184
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Misc. Terminal,Arrival,International,46
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,250
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,55653
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,56066
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Terminal 2,Departure,International,1372
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,144736
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,144206
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,International Terminal,Arrival,International,2887
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,306
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,228
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Misc. Terminal,Departure,International,201
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,57192
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,60258
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Terminal 2,Departure,International,3093
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,134696
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,135009
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,International Terminal,Arrival,International,3310
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,562
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,202
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,55669
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,55521
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Terminal 2,Departure,International,3446
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,139585
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,138451
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,International Terminal,Arrival,International,2655
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,467
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,50926
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,55769
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Terminal 2,Departure,International,3045
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,138172
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,139642
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,International Terminal,Arrival,International,3679
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,60650
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,62198
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Terminal 2,Departure,International,3599
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,132656
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,133425
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,International Terminal,Arrival,International,3553
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,232
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,332
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,60180
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,61098
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Terminal 2,Departure,International,3288
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,134653
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,134680
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,International Terminal,Arrival,International,2532
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,15
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Misc. Terminal,Arrival,International,51
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,131
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,48638
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,48923
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Terminal 2,Departure,International,2998
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,128933
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,128116
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,International Terminal,Arrival,International,2985
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,635
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,260
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,50933
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,50768
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Terminal 2,Departure,International,3214
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,131600
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,128656
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,International Terminal,Arrival,International,3011
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,177
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Misc. Terminal,Arrival,International,53
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,181
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Misc. Terminal,Departure,International,53
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,50276
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,50661
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Terminal 2,Departure,International,3255
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,133101
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,132483
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,International Terminal,Arrival,International,2932
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Misc. Terminal,Arrival,Domestic,278
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Misc. Terminal,Departure,Domestic,114
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Terminal 2,Arrival,Domestic,50931
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Terminal 2,Departure,Domestic,50044
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Terminal 2,Departure,International,3770
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Terminal 4,Arrival,Domestic,129981
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Terminal 4,Departure,Domestic,133311
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,International Terminal,Arrival,International,2385
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,129
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,45421
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,43668
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Terminal 2,Departure,International,2425
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,122341
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,121377
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,International Terminal,Arrival,International,1762
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,184
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Misc. Terminal,Arrival,International,41
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,338
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,42373
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,41999
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Terminal 2,Departure,International,1649
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,116107
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,115559
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,International Terminal,Arrival,International,1903
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,501
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Misc. Terminal,Arrival,International,46
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,391
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Misc. Terminal,Departure,International,214
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,48498
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,48395
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Terminal 2,Departure,International,1998
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,134350
05/01/2014 12:00:00 AM,03/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,133430
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,International Terminal,Arrival,International,2720
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,131
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,151
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,48036
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,51497
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Terminal 2,Departure,International,2775
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,127507
05/01/2014 12:00:00 AM,04/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,129891
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,International Terminal,Arrival,International,1829
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,72
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,24
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,52323
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,53665
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Terminal 2,Departure,International,1924
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,132402
05/01/2014 12:00:00 AM,05/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,131736
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,International Terminal,Arrival,International,2253
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,157
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,1970
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,51891
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,54962
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Terminal 2,Departure,International,3113
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,129074
05/01/2014 12:00:00 AM,06/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,130232
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,International Terminal,Arrival,International,3638
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,423
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,270
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,51921
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,53916
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Terminal 2,Departure,International,3644
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,135093
05/01/2014 12:00:00 AM,07/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,134610
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,International Terminal,Arrival,International,3047
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,553
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,122
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,56821
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,59376
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 2,Departure,International,2593
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,136986
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,137134
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,International Terminal,Arrival,International,2020
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,188
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,185
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,45459
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,44785
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 2,Departure,International,2166
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,122253
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,120798
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,International Terminal,Arrival,International,1752
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,125
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,967
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,50747
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,48545
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 2,Departure,International,1841
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,132396
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,129788
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,International Terminal,Arrival,International,1733
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,372
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,79
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,45195
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,45429
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 2,Departure,International,2013
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,129682
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,128315
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,International Terminal,Arrival,International,2227
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Misc. Terminal,Arrival,Domestic,58
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Misc. Terminal,Departure,Domestic,52
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 2,Arrival,Domestic,43716
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 2,Departure,Domestic,46717
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 2,Departure,International,3526
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 4,Arrival,Domestic,125935
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Terminal 4,Departure,Domestic,121964
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,International Terminal,Arrival,International,2081
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,74
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,72
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,35190
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,35713
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 2,Departure,International,3080
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,115115
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,116178
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,International Terminal,Arrival,International,1361
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,331
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,178
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,33655
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,33597
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 2,Departure,International,1440
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,111647
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,111327
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,International Terminal,Arrival,International,2035
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,454
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,56
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,327
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,38081
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,37272
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 2,Departure,International,1995
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,135124
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,134251
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,International Terminal,Arrival,International,1743
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,1603
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,78
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,55
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,34542
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,35642
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Terminal 2,Departure,International,1886
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,126560
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,131395
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,International Terminal,Arrival,International,1774
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,1250
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,1130
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,35456
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,36410
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Terminal 2,Departure,International,1787
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,131713
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,131598
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,International Terminal,Arrival,International,1723
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,1723
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,921
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,37563
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,38683
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Terminal 2,Departure,International,2073
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,128871
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,130410
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,International Terminal,Arrival,International,2466
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,241
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,464
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Misc. Terminal,Departure,International,332
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,39176
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,39926
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Terminal 2,Departure,International,2366
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,126213
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,125540
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,International Terminal,Arrival,International,2262
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,66
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,68
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,40602
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,41174
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Terminal 2,Departure,International,1876
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,126108
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,126231
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,International Terminal,Arrival,International,1654
