DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,36640
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,35951
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Terminal 2,Departure,International,1800
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,117040
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,116457
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,International Terminal,Arrival,International,3305
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Misc. Terminal,Arrival,Domestic,224
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,42
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,88
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,36575
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,35984
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Terminal 2,Departure,International,3374
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,128554
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,126239
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,International Terminal,Arrival,International,3161
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Misc. Terminal,Arrival,International,79
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,34270
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,34612
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Terminal 2,Departure,International,3359
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,129766
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,128925
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,International Terminal,Arrival,International,3587
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Misc. Terminal,Departure,Domestic,66
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Terminal 2,Arrival,Domestic,37827
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Terminal 2,Departure,Domestic,37927
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Terminal 2,Departure,International,4257
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Terminal 4,Arrival,Domestic,134333
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Terminal 4,Departure,Domestic,131544
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,International Terminal,Arrival,International,3927
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,91
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,91
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,33351
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,33288
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Terminal 2,Departure,International,3383
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,120080
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,119659
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,International Terminal,Arrival,International,1928
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,240
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,28570
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,27746
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Terminal 2,Departure,International,1904
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,112580
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,113394
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,International Terminal,Arrival,International,2542
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,87
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,602
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,36225
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,36290
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Terminal 2,Departure,International,2606
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,134571
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,135282
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,International Terminal,Arrival,International,2711
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,205
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,34079
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,35106
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Terminal 2,Departure,International,2706
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,131038
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,132576
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,International Terminal,Arrival,International,3015
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,63
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,34990
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,35630
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Terminal 2,Departure,International,3279
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,137136
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,136221
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,International Terminal,Arrival,International,3302
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,247
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,314
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,35367
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,37217
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Terminal 2,Departure,International,4400
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,140118
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,140777
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,International Terminal,Arrival,International,4639
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,37778
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,38182
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Terminal 2,Departure,International,4334
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,138780
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,138505
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,International Terminal,Arrival,International,4550
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,58
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,58
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,38611
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,38669
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Terminal 2,Departure,International,4181
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,137246
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,137108
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,International Terminal,Arrival,International,3432
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,359
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,238
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,35043
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,35282
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Terminal 2,Departure,International,3890
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,128600
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,128745
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,International Terminal,Arrival,International,3600
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,166
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,166
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,38505
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,37275
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Terminal 2,Departure,International,3611
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,138846
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,138087
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,International Terminal,Arrival,International,3721
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Misc. Terminal,Arrival,Domestic,277
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Misc. Terminal,Arrival,International,53
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Misc. Terminal,Departure,Domestic,204
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,35194
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,33895
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Terminal 2,Departure,International,4360
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,133752
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,134118
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,International Terminal,Arrival,International,5004
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Terminal 2,Arrival,Domestic,35692
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Terminal 2,Departure,Domestic,36167
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Terminal 2,Departure,International,5888
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Terminal 4,Arrival,Domestic,138861
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Terminal 4,Departure,Domestic,137568
