DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,FlightType,Passenger_Count
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Arrival,International,Commuter,4729
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,745797
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Departure,Domestic,Charter,3254
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Departure,Domestic,Commuter,139988
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1498073
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Departure,International,Charter,716
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Departure,International,Commuter,4447
05/01/2014 12:00:00 AM,01/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,707146
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Arrival,Domestic,Charter,591
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,151938
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1460617
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Arrival,International,Charter,622
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Arrival,International,Commuter,5386
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,605368
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Departure,Domestic,Charter,673
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Departure,Domestic,Commuter,145377
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1458427
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Departure,International,Charter,645
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Departure,International,Commuter,5448
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,616318
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Arrival,Domestic,Charter,1074
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,154998
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1701779
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Arrival,International,Charter,591
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Arrival,International,Commuter,6499
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,740033
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Departure,Domestic,Charter,1143
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Departure,Domestic,Commuter,150837
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1740759
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Departure,International,Charter,782
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Departure,International,Commuter,6714
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,728470
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Arrival,Domestic,Charter,1140
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,150337
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1622706
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Arrival,International,Charter,425
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Arrival,International,Commuter,5911
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,708299
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Departure,Domestic,Charter,1100
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Departure,Domestic,Commuter,144682
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1652647
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Departure,International,Charter,404
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Departure,International,Commuter,5850
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,656334
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Arrival,Domestic,Charter,356
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,156769
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1752533
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Arrival,International,Charter,207
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Arrival,International,Commuter,5632
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,698280
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Departure,Domestic,Charter,348
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Departure,Domestic,Commuter,149343
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1748443
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Departure,International,Charter,207
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Departure,International,Commuter,6183
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,729686
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Arrival,Domestic,Charter,1105
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,157727
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1843269
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Arrival,International,Charter,124
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Arrival,International,Commuter,5239
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,723460
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Departure,Domestic,Charter,878
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Departure,Domestic,Commuter,153408
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1877929
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Departure,International,Commuter,5888
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,770846
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Arrival,Domestic,Charter,799
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,156414
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1922648
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Arrival,International,Commuter,5516
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,812282
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Departure,Domestic,Charter,646
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Departure,Domestic,Commuter,154924
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1951478
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Departure,International,Commuter,5591
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,781270
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Arrival,Domestic,Charter,790
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,151447
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1895660
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Arrival,International,Charter,335
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Arrival,International,Commuter,5745
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,819103
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Departure,Domestic,Charter,1056
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Departure,Domestic,Commuter,153447
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1920521
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Departure,International,Charter,417
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Departure,International,Commuter,5721
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,761043
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Arrival,Domestic,Charter,762
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,141593
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1466166
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Arrival,International,Charter,460
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Arrival,International,Commuter,5377
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,630725
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Departure,Domestic,Charter,611
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Departure,Domestic,Commuter,136486
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1446998
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Departure,International,Charter,334
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Departure,International,Commuter,5655
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,629877
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Arrival,Domestic,Charter,1172
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,149059
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1563658
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Arrival,International,Commuter,4963
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,607080
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Departure,Domestic,Charter,983
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Departure,Domestic,Commuter,144081
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1549714
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Departure,International,Commuter,4903
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,655685
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Arrival,Domestic,Charter,630
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,128942
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1424520
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Arrival,International,Charter,321
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Arrival,International,Commuter,3129
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,567420
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Departure,Domestic,Charter,764
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Departure,Domestic,Commuter,125393
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1434506
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Departure,International,Charter,342
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Departure,International,Commuter,2898
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,587503
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Arrival,Domestic,Charter,2886
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,136373
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1540311
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Arrival,International,Commuter,4147
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,616530
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Departure,Domestic,Charter,876
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Departure,Domestic,Commuter,131130
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1569708
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Departure,International,Commuter,3939
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,651688
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Arrival,Domestic,Charter,1119
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,127169
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1394229
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Arrival,International,Charter,460
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Arrival,International,Commuter,4066
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,638866
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,Domestic,Charter,2298
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,Domestic,Commuter,124754
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1364814
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,International,Charter,464
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,International,Commuter,3833
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,606317
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,Domestic,Charter,546
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,118820
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1265282
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,International,Charter,551
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,International,Commuter,4087
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,504442
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,Domestic,Charter,753
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,Domestic,Commuter,114336
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1261864
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,International,Charter,584
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,International,Commuter,3794
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,516641
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,Domestic,Charter,1443
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,146622
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1525301
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,International,Charter,659
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,International,Commuter,5242
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,598236
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,Domestic,Charter,1283
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,Domestic,Commuter,141324
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1561806
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,International,Charter,890
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,International,Commuter,5341
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,583948
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,Domestic,Charter,861
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,141361
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1553617
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,International,Charter,381
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,International,Commuter,4358
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,622677
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,Domestic,Charter,749
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,Domestic,Commuter,136146
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1580238
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,International,Charter,470
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,International,Commuter,4558
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,596052
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,Domestic,Charter,725
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,143625
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1608760
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,International,Charter,216
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,International,Commuter,4853
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,560337
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,Domestic,Charter,516
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,Domestic,Commuter,135200
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1608378
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,International,Charter,253
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,International,Commuter,5070
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,577923
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,Domestic,Charter,493
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,140300
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1728624
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,International,Charter,869
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,International,Commuter,4742
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,597229
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,Domestic,Charter,655
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,Domestic,Commuter,143525
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1760630
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,International,Charter,839
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,International,Commuter,5057
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,657528
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,Domestic,Charter,204
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,149908
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1906932
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,International,Charter,844
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,International,Commuter,5018
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,744602
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,Domestic,Charter,410
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,Domestic,Commuter,149249
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1908296
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,International,Charter,857
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,International,Commuter,4929
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,733161
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,Domestic,Charter,252
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,143601
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1826336
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,International,Charter,746
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,International,Commuter,5590
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,762861
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,Domestic,Charter,695
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,Domestic,Commuter,146219
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1850883
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,International,Charter,741
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,International,Commuter,4982
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,694536
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,Domestic,Charter,872
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,139512
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1509838
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,International,Charter,297
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,International,Commuter,4444
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,611978
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,Domestic,Charter,942
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,Domestic,Commuter,132054
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1502446
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,International,Charter,140
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,International,Commuter,4316
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,604020
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,Domestic,Charter,1489
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,147813
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1607674
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,International,Charter,6036
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,International,Commuter,4592
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,603886
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,Domestic,Charter,1467
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,Domestic,Commuter,143754
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1591109
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,International,Commuter,4026
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,649786
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,Domestic,Charter,1271
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,144902
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1468135
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,International,Charter,175
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,International,Commuter,3977
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,573205
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,Domestic,Charter,875
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,Domestic,Commuter,139661
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1490732
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,International,Charter,369
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,International,Commuter,4139
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,592268
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,Domestic,Charter,4994
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,153371
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1585814
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,International,Commuter,4928
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,655367
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,Domestic,Charter,1732
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,Domestic,Commuter,146339
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1581966
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,International,Commuter,4869
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,687412
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,Domestic,Charter,4317
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,148120
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1440819
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,International,Charter,128
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,International,Commuter,5266
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,International,Scheduled Carriers,692077
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Departure,Domestic,Charter,7616
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Departure,Domestic,Commuter,146018
