Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
DIVISION ST,AT,SAN FERNANDO RD,MAN,CR,May 10 2013,FRI,611,888,0,0,1499
DIVISION ST,AT,CYPRESS AV,AUTO,CR,April 11 2011,MON,,,10971,1257,12228
DIVISION ST,AT,LOMA LADA DR,MAN,CR,September 20 2011,TUE,,,11698,989,12688
DIVISION ST,AT,AVE 31   East I/S,AUTO,CR,April 08 2011,FRI,,,13330,14993,28323
DIVISION ST,AT,AVE 33,AUTO,CR,April 08 2011,FRI,,,14917,15208,30125
DIXIE CANYON AV,AT,DIXIE CANYON PL,AUTO,WR,June 09 2011,THU,,,178,80,258
DIXIE CANYON AV,AT,VALLEY VISTA BL ,AUTO,CR,June 28 2011,MON,5412,4565,,,9977
DIXIE CANYON AV,AT,INWOOD DR,AUTO,CR,June 27 2011,MON,5607,6203,,,11810
DIXIE CANYON AV,AT,MOORPARK ST,AUTO,CR,June 27 2011,MON,10621,6759,,,17380
DOCKWEILER ST,AT,KENISTON AV,AUTO,SR,June 09 2011,THU,271,863,,,1134
DOCKWEILER ST,AT,MULLEN AV,MAN,HW,June 11 2013,TUE,261,1006,0,0,1267
DOHENY DR,AT,FLICKER WY,AUTO,CR,December 18 2012,TUE,435,438,0,0,873
DOHENY DR,AT,ORIOLE DR,AUTO,WR,August 19 2011,FRI,,,859,590,1449
DOHENY DR,AT,ST IVES DR,AUTO,WR,August 23 2011,TUE,,,1523,902,2425
DOHENY DR,AT,ROBIN DR,AUTO,WR,August 19 2011,FRI,,,1616,1067,2683
DOMINQUEZ AV,N/O,ANAHEIM ST,AUTO,WR,August 23 2011,TUE,,,1397,1138,2535
DON PEGITA DR,N/O,MULHOLLAND DR,AUTO,WR,August 23 2011,TUE,,,1453,1294,2747
DONA PEGITA DR,N/O,MULHOLLAND DR,AUTO,WR,June 08 2011,WED,9243,11205,,,20448
DORAN ST,AT,SAN FERNANDO RD W,AUTO,EV,March 31 2011,THU,1567,1224,,,2791
DORAN ST,AT,SAN FERNANDO RD  E,MAN,CR,September 07 2011,WED,,,4315,3492,7807
DOVER ST,AT,REVERE AV,AUTO,HW,July 27 2011,WED,,,17300,12668,29968
DRIVEWAY,BETWEEN,MARTIN LUTHER KING BL & 39 th ST,AUTO,HW,July 27 2011,WED,,,12796,310,13106
DRIVEWAY,BETWEEN,MARTIN LUTHER KING BL & 39 th ST,AUTO,HW,July 27 2011,WED,,,13984,14059,28043
DRIVEWAY,BETWEEN,MARTIN LUTHER KING BL & 39 th ST,AUTO,HW,July 27 2011,WED,,,15799,15143,30942
DRONFIELD AV,AT,VAN NUYS BL,MAN,SR,January 19 2011,WED,,,,1001,1001
DUNSMUIR AV,AT,PACKARD ST,AUTO,HW,September 19 2013,THU,0,0,403,288,691
DUNSMUIR AV,AT,8 th ST,AUTO,HW,February 18 2014,TUE,0,0,572,988,1560
DUNSMUIR AV,AT,PICO BL,AUTO,SR,December 12 2012,WED,0,0,1506,1294,2800
E CHANNEL RD,N/O,ESPARTA WY,AUTO,HW,June 15 2011,WED,,,2156,2663,4819
EAGLE ROCK BL,AT,AVE 35,MAN,CR,December 13 2011,TUE,,,820,489,1309
EAGLE ROCK BL,AT, COLORADO BL,MAN,CR,February 12 2013,TUE,0,0,13285,1504,14789
EAGLE ROCK BL,AT,CORLISS ST,AUTO,CR,February 17 2011,THU,,,10422,10370,20792
EAGLE ROCK BL,AT,VERDUGO RD / AVE 40,AUTO,CR,February 10 2011,THU,,,9981,11280,21261
EAGLE ROCK BL,AT,COLORADO BL,AUTO,CR,February 24 2011,THU,,,10451,11100,21551
EAGLE ROCK BL,AT,MOSS AV,AUTO,CR,January 10 2011,MON,,,10808,11967,22775
EAGLE ROCK BL,AT,LANGDALE AV,AUTO,CR,February 17 2011,THU,,,12256,11266,23522
EAGLE ROCK BL,AT,YOSEMITE DR,AUTO,CR,February 24 2011,THU,,,9934,14496,24430
EAGLE ROCK BL,AT,AVE 42,AUTO,CR,February 10 2011,THU,,,13399,11291,24690
EAGLE ROCK BL,AT,COLORADO BL,AUTO,CR,February 24 2011,THU,,,11547,13396,24943
EAGLE ROCK BL,AT,COLORADO BL,AUTO,CR,February 24 2011,THU,,,12941,15079,28020
EAGLE ROCK BL,AT,AVE 36,AUTO,CR,January 21 2014,TUE,0,0,7034,24351,31385
EAGLE VISTA DR / MT HELENA AV,AT,COLORADO BL,AUTO,CR,February 24 2011,THU,,,12391,13561,25952
EAST RUSTIC RD,S/O,WEST RUSTIC RD,AUTO,CR,February 24 2011,THU,,,9033,10635,19668
EAST RUSTIC RD ,N/O,WEST RUSTIC RD ,MAN,SR,March 31 2011,THU,,,12587,10723,23310
EAST RUSTIC RD ,S/O,WEST RUSTIC RD ,AUTO,CR,March 01 2011,TUE,,,12016,12838,24854
EASTERN AV,AT,DRUID ST,AUTO,CR,June 17 2013,MON,0,0,6827,7296,14123
EASTERN AV,N/O,VALLEY BL,AUTO,CR,June 17 2013,MON,0,0,6938,7574,14512
EASTERN AV,AT,NORELLE ST,AUTO,CR,June 17 2013,MON,,,7379,7388,14767
EASTERN AV,AT,KLAMATH ST,AUTO,CR,June 13 2013,THU,0,0,7812,7816,15628
EASTERN AV,AT,GAMBIER ST,AUTO,CR,June 13 2013,THU,0,0,8640,7855,16495
EASTERN AV,S/O,HUNTINGTON DR,AUTO,CR,June 13 2013,THU,0,0,8398,10302,18700
ECHO PARK AV,AT,LAGUNA AV,MAN,CR,June 27 2013,THU,0,0,4700,4498,9198
ECHO PARK AV,AT,LAGUNA AV,MAN,CR,April 23 2013,TUE,0,0,5377,4303,9680
ECHO PARK AV,AT,LAGUNA  AV,MIO,CR,November 24 2013,SUN,0,0,5365,6293,11658
ECHO PARK AV,AT,LAGUNA  AV,MIO,CR,November 23 2013,SAT,0,0,5367,6293,11660
ECHO PARK AV,AT,LAGUNA AV,AUTO,HW,February 19 2014,WED,0,0,6011,5838,11849
ECHO ST,AT,AVE 60,MAN,CR,February 19 2013,TUE,496,125,0,0,621
ECHO ST,AT,AVE 60,MAN,CR,April 12 2011,TUE,,,14725,6451,21176
ECHO ST,AT,AVENUE 60,AUTO,CR,April 27 2011,THU,,,14566,14218,28784
EDGEHILL DR,N/O,43 rd ST,AUTO,SR,June 23 2011,THU,,,8465,9080,17545
EDGEMAR AV,N/O,60 th ST,AUTO,SR,January 07 2014,TUE,0,0,84,99,183
EDGEWOOD PL ,AT,LONWOOD AV,AUT,HW,March 20 2013,WED,300,1135,0,0,1435
EDINBURGH AV,AT,BEVERLY BL,MAN,WR,December 03 2013,TUE,0,0,533,237,770
EDINBURGH AV,AT,BEVERLY BL,AUTO,WR,December 03 2013,TUE,0,0,1958,718,2676
EL CENTRO AV,AT,BARTON AV,AUTO,HW,May 01 2014,THU,0,0,1532,1685,3217
EL PASO DR,AT,PANAMINT ST,AUTO,SR,June 23 2011,THU,,,13512,11444,24956
EL PASO DR,AT,DIVISION ST,AUTO,SR,June 23 2011,THU,,,14398,12038,26436
EL PASO DR ,AT,AVE 50,AUTO,SR,June 23 2011,THU,,,11911,10624,22535
EL RIO AV,AT,COLORADO BL,MAN,CR,April 25 2013,THU,0,0,0,167,167
ELBERON AV,W/O,GAFFEY PL,AUTO,SR,June 27 2011,MON,,,6196,5500,11696
ELDER ST,AT,AVE 64,AUTO,CR,August 07 2013,WED,168,231,0,0,399
ELGIN ST,AT,AVE 64,AUTO,CR,August 07 2013,WED,186,136,0,0,322
ELLENDALE PL,AT,ADAMS BL,MAN,SR,February 12 2014,WED,0,0,355,421,776
ELMWOOD AV,AT,WILTON PL,MAN,HW,February 27 2013,THU,411,454,0,0,865
ELMWOOD AV,AT,WILTON PL,MAN,SR,June 28 2011,TUE,,,6883,5440,12323
ELMYRA ST,E/O,N SPRING ST,MAN,SR,December 06 2011,TUE,,,12218,3807,16025
EMERSON AV,AT,84 th ST,AUTO,CR,June 14 2011,TUE,,,,12779,12779
EMERSON AV,S/O,77 th ST,MAN,SR,January 14 2013,MON,0,0,17367,10857,28224
EMERSON AV,AT,80 th ST,MAN,SR,February 07 2013,THU,0,0,16356,12584,28940
EMERSON AV,AT,80 th PL,AUTO,SR,February 11 2013,MON,17984,16937,0,0,34921
EMERSON AV,AT,82 nd PL,MAN,SR,September 08 2011,THU,15270,22600,,,37870
ENCINO AV,AT,VANOWEN ST,MAN,WV,March 12 2014,WED,0,0,1034,148,1182
ENTRADA DR,AT,STASSI LN,AUTO,WR,May 24 2014,SAT,0,0,5621,11340,6961
ENTRADA DR,AT,OCEAN AV,AUTO,CR,June 14 2011,TUE,,,,8479,8479
ENTRADA DR,AT,STASSI LN,AUTO,WR,May 26 2014,MON,0,0,6108,9568,15636
ENTRADA DR,AT,STASSI LN,AUTO,WR,May 25 2014,SUN,0,0,5686,10139,15825
ENTRADA DR,AT,STASSI LN,AUTO,WR,May 23 2014,FRI,0,0,7015,12607,19622
ERWIN ST,AT,VAN NUYS BL,AUTO,CR,August 02 2011,TUE,,,,572,572
ERWIN ST,AT,LAUREL CANYON BL,MAN,EV,July 23 2013,TUE,1109,444,0,0,1553
ESTARA AV,AT,FLETCHER DR,AUTO,CR,January 22 2014,WED,2351,2858,0,0,5209
ETIWANDA AV,AT,SAN FERNANDO MISSION BL,MAN,WV,February 05 2014,WED,0,0,449,428,877
EVERGREEN AV,AT,BLANCHARD ST,MAN,CR,August 24 2011,WED,,,,14657,14657
EXPOSITION BL,AT,HALLDALE AV,AUTO,HW,December 04 2013,WED,8393,9984,0,0,18377
EXPOSITION BL,AT,NORMANDIE AV,AUTO,HW,December 04 2013,WED,8965,10170,0,0,19135
EXPOSITION BL,AT,WESTERN AV,AUTO,HW,December 04 2013,WED,9798,10568,0,0,20366
EXPOSITION BL,AT,WESTERN AV,MAN,EV,March 08 2011,TUE,12385,9184,,,21568
EXPOSITION BL,AT,VERMONT AV,AUTO,HW,December 05 2013,THU,12610,11291,0,0,23901
EXPOSITION BL,AT,TROUSDALE PKWY,AUTO,HW,December 05 2013,THU,12536,12350,0,0,24886
EXPOSITION BL,W/O,FIGUEROA ST,AUTO,HW,December 05 2013,THU,13185,13265,0,0,26450
EXPOSITION BL (NORTH RDWY),E/O,LA BREA AV,AUTO,HW,November 19 2013,TUE,648,636,0,0,1284
EXPOSITION BL (NORTH RDWY),AT,VINYARD AV,AUTO,HW,November 20 2013,WED,1417,1268,0,0,2685
EXPOSITION BL (NORTH RDWY),AT,WEST BL,AUTO,HW,November 20 2013,WED,1821,1344,0,0,3165
EXPOSITION BL (NORTH RDWY),AT,BUCKINGHAM AV,AUTO,HW,November 20 2013,WED,2615,1380,0,0,3995
EXPOSITION BL (NORTH RDWY),AT,CRENSHAW BL,AUTO,HW,November 26 2013,TUE,3274,2053,0,0,5327
EXPOSITION BL (NORTH RDWY),AT,11 th AV,AUTO,HW,November 26 2013,TUE,3624,2671,0,0,6295
EXPOSITION BL (NORTH RDWY),AT,ARLINGTON AV,AUTO,HW,November 26 2013,TUE,4318,3644,0,0,7962
EXPOSITION BL (SOUTH ROAD),AT,HILLCREST DR,AUTO,HW,September 10 2013,TUE,439,556,0,0,995
FAIR AV,N/O,BURBANK BL,AUTO,EV,June 05 2013,WED,0,0,1392,1902,3294
FAIRFAX AV,AT,FOUNTAIN AV,AUTO,EV,March 16 2011,WED,10802,12154,,,22956
FAIRFAX AV,AT,HOLLYWOOD BL,AUTO,EV,May 13 2011,FRI,10520,15372,,,25892
FAIRFAX AV,AT,SELMA AV,AUTO,EV,May 13 2011,FRI,14484,13528,,,28012
FAIRFAX AV,AT,SUNSET BL,AUTO,EV,May 13 2011,FRI,12904,15357,,,28261
FARRAGUT AV,AT,ANAHEIM ST,AUTO,EV,May 16 2011,MON,12328,12230,,,24558
FARRAGUT AV,AT,ANAHEIM ST,AUTO,EV,May 16 2011,MON,12668,12121,,,24789
FERN DELL DR,N/O,BLACK OAK DR,AUTO,EV,May 16 2011,MON,11913,12046,,,23959
FERWOOD AV,AT,BRONSON AV,MAN,HW,March 20 2014,THU,404,0,0,0,404
FICKETT ST,AT,WABASH AV,AUTO,EV,May 16 2011,MON,13589,15637,,,29226
FIGUERA ST,AT,AVE 55,AUT,CR,April 03 2013,WED,12813,11350,0,0,24163
FIGUEROA ST,AT,78 th ST,AUTO,SR,June 09 2011,THU,,,934,530,1464
FIGUEROA ST,AT,WOODSIDE DR,MAN,EV,January 28 2013,MON,2973,2193,0,0,5166
FIGUEROA ST,AT,AVE 57,AUTO,EV,May 23 2011,MON,3406,3243,,,6649
FIGUEROA ST,AT,AVE 51,AUTO,EV,May 23 2011,MON,3569,3380,,,6949
FIGUEROA ST,AT,LOMITA BL,MAN,SR,June 18 2013,THU,0,0,3950,3823,7773
FIGUEROA ST,AT,LOMITA BL,AUT,SR,March 27 2013,WED,0,0,4128,4693,8821
FIGUEROA ST,AT,AVE 61,AUTO,EV,May 23 2011,MON,6076,5618,,,11694
FIGUEROA ST,AT,BEARD ST,AUTO,EV,May 23 2011,MON,6394,5954,,,12348
FIGUEROA ST,AT,168 th ST,MAN,SR,June 18 2013,TUE,0,0,6681,6895,13576
FIGUEROA ST,AT,168 th ST,AUT,SR,April 04 2013,THU,0,0,7988,6003,13991
FIGUEROA ST,AT,85 th ST,AUTO,HW,April 18 2011,MON,7507,6783,,,14290
FIGUEROA ST,AT,93 rd ST,AUTO,HW,April 18 2011,MON,8258,6924,,,15182
FIGUEROA ST,AT,PACIFIC COAST HWY,AUTO,HW,April 19 2011,TUE,8019,8178,,,16197
FIGUEROA ST,AT,118 th PL,AUTO,HW,April 19 2011,TUE,9049,7814,,,16863
FIGUEROA ST,AT,54 th ST,AUTO,HW,August 08 2011,MON,8842,9037,,,17879
FIGUEROA ST,AT,130 th ST,MAN,SR,July 09 2013,TUE,0,0,10441,8378,18819
FIGUEROA ST,AT,BUENA VISTA TER,MAN,EV,May 24 2011,TUE,,,9475,9757,19232
FIGUEROA ST,AT,109 th ST,AUTO,HW,August 08 2011,MON,10248,9774,,,20022
FIGUEROA ST,AT,CESAR CHAVEZ AV,AUTO,HW,August 05 2011,FRI,9900,10187,,,20087
FIGUEROA ST,AT,75 th ST,AUTO,HW,August 08 2011,MON,11122,10251,,,21373
FIGUEROA ST,AT,111 TH ST,AUTO,HW,August 05 2011,FRI,10677,10998,,,21675
FIGUEROA ST,AT,AVE 43 / MALL DRIVEWAY,MAN,CR,November 05 2013,TUE,0,0,7435,14396,21831
FIGUEROA ST,N/O,CENTURY BL,AUTO,SR,April 14 2014,MON,0,0,11713,10896,22609
FIGUEROA ST,AT,AVE 55,AUT,CR,April 02 2013,TUE,12277,11062,0,0,23339
FIGUEROA ST,AT,LANARK ST,AUTO,HW,August 05 2011,FRI,12082,11810,,,23892
FIGUEROA ST,AT,76 th ST,AUTO,SR,April 10 2014,THU,0,0,15231,8856,24087
FIGUEROA ST,AT,AVE 55,AUT,CR,April 04 2013,THU,12506,11613,0,0,24119
FIGUEROA ST,AT,121 st ST,AUTO,HW,April 19 2011,TUE,14491,10558,,,25049
FIGUEROA ST,AT,84 th ST,AUTO,SR,April 14 2014,MON,0,0,13886,12368,26254
FIGUEROA ST,AT,56 th ST,AUTO,CR,August 12 2013,MON,0,0,13356,13720,27076
FIGUEROA ST,AT,78 th ST,MAN,SR,January 14 2013,MON,0,0,17367,10857,28224
FIGUEROA ST,AT,56 th ST,MAN,CR,October 01 2013,TUE,0,0,13661,14782,28443
FIGUEROA ST,AT,70 h ST (WEST JOG),MAN,SR,February 07 2013,THU,0,0,16356,12584,28940
FIGUEROA ST,AT,COLORADO BL,AUTO,EV,May 16 2011,MON,15339,14095,,,29434
FIGUEROA ST,S/O ,FLORENCE AV,AUTO,SR,April 10 2014,THU,0,0,16072,14032,30104
FIGUEROA ST,AT,AVE 42,AUTO,EV,May 20 2011,FRI,17942,18638,,,36580
FIGUEROA ST,AT,AMABEL ST,AUTO,EV,May 20 2011,FRI,18385,19495,,,37880
FIGUEROA ST,AT,70 th ST (WEST JOG),AUTO,SR,October 31 2011,MON,20984,18183,,,39167
FIGUEROA ST,AT,RIVER ST,AUTO,EV,May 20 2011,FRI,22048,21277,,,43325
FIGUEROA ST,AT,AVE 37,AUTO,EV,May 20 2011,FRI,22324,23128,,,45452
FIGUEROA ST   ( 300 S ),S/O ,REDONDO BEACH BL,AUTO,SR,April 27 2014,SUN,0,0,3467,3255,6722
FIGUEROA ST   ( 300 S ),S/O,REDONDO BEACH BL,AUTO,SR,April 28 2014,MON,0,0,7119,2945,10064
FINLEY AV,AT,BERENDO ST,AUT,HW,March 28 2013,THU,828,1230,0,0,2058
FIRTH BL,AT,103rd ST,MAN,SR,May 19 2014,MON,0,0,273,38,311
FLETCHER DR,AT,ANDRITA ST,AUTO,CR,January 23 2014,THU,0,0,4776,6716,11492
FLETCHER DR,AT,SAN FERNANDO RD,AUTO,CR,January 22 2014,WED,0,0,10150,9889,20039
FLETCHER DR,AT,RIVERSIDE DR,MAN,CR,August 14 2013,WED,0,0,18119,18918,37037
FLETCHER DR ,AT,ESTARA AV,AUTO ,CR,January 22 2014,WED,0,0,5680,6383,12063
FLETCHER DR   (UPPER RDWY),AT,CASITAS AV,MAN,HW,May 14 2014,WED,0,0,0,381,381
FLICKER AWY,W/O,BLUEBIRD AV,AUTO,HW,July 15 2013,MON,208,216,0,0,424
FLICKER WAY ,E/O,BLUEBIRD AV,AUTO,HW,July 15 2013,MON,332,192,0,0,524
FLORENCE AV,AT,KANSAS AV,AUTO,HW,April 18 2011,MON,2654,3486,,,6140
FLORENCE AV,AT,HOOVER ST,MAN,HW,March 24 2011,THU,10272,9731,,,20003
FLORENCE AV,AT,CRENSHAW BL,AUTO,SR,July 29 2013,MON,17676,16057,0,0,33733
FLORENCE AV,AT ,HOOVER ST,AUTO,SR,May 29 2013,WED,18554,19274,0,0,37828
FLORENCE AV,AT,HOOVER ST,AUTO,SR,May 29 2013,WED,18554,19274,0,0,37828
FLORENCE AV,AT ,VAN NESS AV,MAN,SR,September 04 2013,WED,20953,20389,0,0,41342
FLOWER ST,N/O,4 th ST,AUTO,CR,January 12 2014,SUN,0,0,45,4066,4111
FLOWER ST,N/O,6 th ST,AUTO,CR,January 12 2014,SUN,0,0,0,4137,4137
FLOWER ST,N/O,4 th ST,AUTO,CR,January 11 2014,SAT,0,0,36,5314,5350
FLOWER ST,N/O,5 th ST,AUTO,CR,January 12 2014,SUN,0,0,0,6795,6795
FLOWER ST,AT,37 th PL,AUTO,CR,March 25 2014,TUE,0,0,2075,5537,7612
FLOWER ST,N/O,5 th ST,AUTO,CR,January 11 2014,SAT,0,0,0,9021,9021
FLOWER ST,N/O,6 th ST,AUTO,CR,January 11 2014,SAT,0,0,0,10044,10044
FLOWER ST,AT,3 rd ST,MAN,CR,April 02 2013,TUE,0,0,491,9971,10462
FLOWER ST,N/O,4 th ST,AUTO,CR,January 10 2014,FRI,0,0,326,12023,12349
FLOWER ST,N/O,5 th ST,AUTO,CR,January 10 2014,FRI,0,0,0,16462,16462
FLOWER ST,N/O,6 th ST,AUTO,CR,January 10 2014,FRI,0,0,0,16999,16999
FLOWER ST,AT,2 nd PL   overpass,AUTO,HW,October 28 2011,FRI,18119,11273,,,29392
FLOWER ST,S/O,2 nd PL   1-WAY ONLY,AUTO,HW,October 28 2011,FRI,12149,21581,,,33730
FLOWER ST,N/O,4 th ST,AUTO,HW,November 02 2011,WED,17362,16890,,,34252
FLOWER ST,AT,VENICE BL,AUTO,HW,October 31 2011,MON,17822,20137,,,37959
FLOWER ST,N/O,2 nd PL   1-WAY ONLY,AUTO,HW,October 28 2011,FRI,24836,22164,,,47000
FOOTHILL BL,AT,LOWELL AV,AUTO,EV,April 06 2011,WED,2118,1784,,,3902
FOOTHILL BL,AT,CHRISTY AV,MAN,EV,January 28 2013,MON,2973,2193,0,0,5166
FOOTHILL BL,AT,SHERMAN GROVE AV,AUTO,SR,July 11 2011,MON,,,4124,3320,7444
FOOTHILL BL,AT,WYNGATE ST,AUTO,SR,April 05 2011,TUE,5359,3500,,,8859
FOOTHILL BL,AT,SALUDA AV,AUTO,EV,January 05 2011,WED,,,5707,3998,9705
FOOTHILL BL,AT,VAN NUYS BL,AUTO,HW,January 14 2013,MON,4728,6200,0,0,10928
FOOTHILL BL,AT,ESKO AV,AUTO,SR,June 16 2011,THU,7580,3912,,,11492
FOOTHILL BL,AT,MOUNTAIR AV,AUTO,EV,November 30 2011,WED,,,4535,7434,11969
FOOTHILL BL,AT,APPERSON ST,AUTO,EV,November 28 2011,MON,,,6916,6440,13356
FOOTHILL BL,AT,MT GLEASON AV,AUTO,EV,November 30 2011,WED,,,7603,5886,13489
FOOTHILL BL,AT,MACLAY ST,MAN,HW,January 09 2013,WED,9565,4872,0,0,14437
FOOTHILL BL,AT,HILLHAVEN AV  west jog,AUTO,EV,November 29 2011,TUE,,,7639,7274,14913
FOOTHILL BL,AT,OSBORNE ST JOG NEAR TERRA BELLA,AUT,EV,April 09 2013,TUE,6886,8969,0,0,15855
FOOTHILL BL,AT,TUJUNGA CANYON BL,AUTO,EV,November 28 2011,MON,,,8962,7020,15982
FOOTHILL BL,AT,CHRISTY AV,AUTO,SR,August 08 2011,MON,9990,7692,,,17682
FOOTHILL BL,AT,ORO VISTA AV,AUTO,SR,June 09 2011,THU,,,8835,9341,18176
FOOTHILL BL,AT,VAN NUYS BL,AUTO,SR,August 05 2011,FRI,12898,13366,,,26264
FOOTHILL BL,AT,RIDERWOOD DR,AUTO,SR,August 05 2011,FRI,17210,13433,,,30643
FOOTHILL BL,AT,FOOTHILL PL  east jog,AUTO,SR,August 05 2011,FRI,16466,14802,,,31268
FOOTHILL BL,AT,McVINE AV,MAN,SR,February 16 2011,WED,,,17054,18598,35652
FOOTHILL BL,AT,FRANLIE DR,AUTO,SR,August 05 2011,FRI,17851,18095,,,35946
FOOTHILL BL,AT ,PINEWOOD AV,AUTO,SR,February 10 2011,THU,,,23089,23008,46097
FOREST LAWN DR,AT,MT SINAI DR   Private,AUTO,EV,May 31 2011,TUE,905,704,,,1609
FOREST LAWN DR,AT,ZOO DR,AUTO,EV,May 31 2011,TUE,1195,1585,,,2780
FOREST LAWN DR,AT,WARNER STUDIOS DRWY,AUTO,SR,August 09 2011,TUE,3672,2966,,,6638
FOREST LAWN DR,AT,MEMORIAL DR,AUTO,SR,August 09 2011,TUE,8677,7276,,,15953
FOREST LAWN DR,E/O,BARHAM BL,AUTO,SR,August 08 2011,MON,9748,7799,,,17547
FOREST LAWN DR,AT,N COYOTE CANYON RD,AUTO,CR,August 08 2011,MON,11625,9376,,,21001
FOREST LAWN DR ,W/O,WARNER STUDIO DWY,AUTO,HW,February 05 2014,WED,6060,11206,0,0,17266
FOREST LAWN DR ,AT,MEMORIAL DR,AUTO,HW,February 04 2014,TUE,10054,10074,0,0,20128
FOREST LAWN DR ,AT,MT SINAI DR,AUTO,HW,February 04 2014,TUE,10198,11101,0,0,21299
FOREST LAWN DR ,AT,ZOO DR,AUTO,HW,February 04 2014,TUE,11106,11030,0,0,22136
FOREST LAWN DR ,E/O,BARHAM BL,AUTO,HW,February 05 2014,WED,12097,12853,0,0,24950
FORMAN AV,AT,CAMARILLO ST,AUTO,WR,May 10 2011,TUE,104,97,,,201
FORMAN AV,AT,CAMARILLO ST,MAN,EV,February 19 2013,TUE,0,0,1325,216,1541
FOUNTAIN AV,AT,ARDMORE AV,AUTO,WV,July 12 2011,TUE,341,368,,,709
FOUNTAIN AV,AT,L RON HUBBARD WY,AUTO,EV,April 12 2011,TUE,1508,1997,,,3505
FOUNTAIN AV,AT,BRONSON AV,MAN,HW,March 13 2014,THU,0,4049,0,0,4049
FOUNTAIN AV,AT,JUNE ST,AUTO,HW,May 05 2014,MON,6516,7201,0,0,13717
FOUNTAIN AV,AT,VIRGIL AV,AUTO,HW,September 21 2011,WED,,,12013,13482,25495
FOUNTAIN AV,AT,WESTMORELAND AV,AUTO,HW,September 21 2011,WED,,,14511,13552,28063
FOUNTAIN AV,AT,MYRA AV,AUTO,HW,September 21 2011,WED,,,16943,19302,36245
FRAMPTON AV,AT,253 rd ST,AUTO,HW,June 07 2011,TUE,,,69,,69
FRANKILN AV,AT,GARFIELD PL,AUTO,HW,September 21 2011,WED,,,13704,20175,33879
FRANKLIN AV,AT,ARGYLE AV,AUTO,SR,April 05 2011,TUE,,,747,397,1144
FRANKLIN AV,AT,TALMADGE ST,AUTO,SR,September 27 2011,TUE,,,2061,1264,3325
FRANKLIN AV,AT,CAHUENGA BL   ,AUTO,CR,June 14 2011,TUE,,,2694,1082,3776
FRANKLIN AV,AT,TALMADGE ST,AUTO,CR,June 21 2011,TUE,,,2629,1716,4345
FRANKLIN AV,AT ,VAN NESS AV,AUTO,CR,June 22 2011,WED,,,2289,3458,5747
FRANKLIN AV,AT,TALMADGE ST,MAN,HW,January 31 2013,THU,4594,4145,0,0,8739
FRANKLIN AV,AT,WILTON PL,AUTO,CR,June 22 2011,WED,,,6396,3653,10049
FRANKLIN AV,AT,TALMADGE ST,AUTO,HW,October 22 2013,TUE,5008,5532,0,0,10540
FRANKLIN AV,W/O,ST GEORGE ST,AUTO,HW,October 22 2013,TUE,4782,6183,0,0,10965
FRANKLIN AV,AT,BRONSON AV,AUTO,CR,January 05 2011,WED,,,4826,6262,11088
FRANKLIN AV,AT,LAS PALMAS AV,MAN,HW,January 09 2013,WED,9565,4872,0,0,14437
FRANKLIN AV,AT,LAS PALMAS AV,MAN,CR,August 31 2011,WED,,,,15595,15595
FRANKLIN AV,AT,LAS PALMAS AV,AUTO,HW,December 02 2013,MON,9857,6283,0,0,16140
FRANKLIN AV,AT,HILLHURST AV,AUTO,HW,October 24 2013,THU,9095,9143,0,0,18238
FRANKLIN AV,AT,VERMONT AV,AUTO,HW,October 24 2013,THU,7899,11402,0,0,19301
FRANKLIN AV,E/O,SYCAMORE AV,AUTO,HW,May 21 2013,TUE,0,21811,0,0,21811
FRANKLIN AV,AT,CATALINA ST,AUTO,HW,October 24 2013,THU,9525,12057,0,0,21852
FRANKLIN AV,E/O,WESTERN AV,AUTO,HW,October 02 2013,WED,9135,13024,0,0,22159
FRANKLIN AV,AT,MARIPOSA AV,AUTO,HW,October 02 2013,WED,10019,12334,0,0,22353
FRANKLIN AV,AT,WINONA BL,AUTO,HW,October 02 2013,WED,9139,14629,0,0,24068
FRANKLIN AV,AT,ALEXANDRIA AV,AUTO,EV,April 27 2011,WED,,,13258,13596,26854
FRANKLIN AV,AT,VAN NESS AV,MAN,HW,March 11 2014,TUE,16582,14852,0,0,31434
FRANKLIN AV,AT,FULLER AV,MAN,EV,May 05 2011,THU,,,13552,19138,32691
FRANKLIN AV,AT,VAN NESS AV,AUTO,HW,May 08 2014,THU,17741,18108,0,0,35849
FRANKLIN AV,E/O,LA BREA AV,AUTO,HW,May 14 2013,TUE,21091,18633,0,0,39724
FRANKLIN AV,E/O,LA BREA AV,AUTO ,HW,May 21 2013,TUE,20878,19995,0,0,40873
FRANKLIN AV,E/O,SYCAMORE AV,AUTO,HW,May 14 2013,TUE,19585,21645,0,0,41230
FRESNO ST,AT,WHITTIER BL,AUTO,CR,June 03 2013,MON,0,0,384,198,582
FRESNO ST    (EAST JOG),AT,WHITTIER BL,MAN,CR,May 28 2013,TUE,0,0,0,686,686
FRIAR ST,AT,VAN NUYS BL,AUTO,CR,June 21 2011,TUE,,,2533,9956,12489
FULLER AV ,AT,HAUSER BL,MAN,CR,May 09 2011,MON,,,,992,992
FULTON AV,AT,ERWIN ST,MAN,CR,January 17 2013,THU,0,0,764,731,1495
FULTON AV,AT,VANOWEN ST,AUTO,CR,June 20 2011,MON,,,550,993,1543
