DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,CargoType,AirCargoTons
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Arrival,International,Mail,697
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,Domestic,Freight,28389
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,Domestic,Mail,2154
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,International,Freight,23569
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Departure,International,Mail,986
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,Domestic,Freight,23020
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1391
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,International,Freight,32048
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Arrival,International,Mail,687
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,Domestic,Freight,27105
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,Domestic,Mail,1928
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,International,Freight,26059
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Departure,International,Mail,963
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,Domestic,Freight,25639
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1219
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,International,Freight,41191
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Arrival,International,Mail,686
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,Domestic,Freight,30555
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,Domestic,Mail,1823
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,International,Freight,28094
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Departure,International,Mail,1017
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,Domestic,Freight,26036
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1244
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,International,Freight,39054
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Arrival,International,Mail,703
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,Domestic,Freight,29598
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,Domestic,Mail,1731
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,International,Freight,27802
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Departure,International,Mail,1040
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,Domestic,Freight,26900
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1097
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,International,Freight,40720
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Arrival,International,Mail,755
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,Domestic,Freight,29818
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,Domestic,Mail,1711
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,International,Freight,30665
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Departure,International,Mail,949
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,Domestic,Freight,25939
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1022
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,International,Freight,39257
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Arrival,International,Mail,649
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,Domestic,Freight,29772
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,Domestic,Mail,1453
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,International,Freight,38415
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Departure,International,Mail,1013
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,Domestic,Freight,28665
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1261
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,International,Freight,41770
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Arrival,International,Mail,674
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,Domestic,Freight,30568
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,Domestic,Mail,1733
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,International,Freight,33768
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Departure,International,Mail,2070
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,Domestic,Freight,28796
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1170
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,International,Freight,44113
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Arrival,International,Mail,548
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,Domestic,Freight,29708
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,Domestic,Mail,1827
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,International,Freight,33470
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Departure,International,Mail,937
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,Domestic,Freight,29449
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1242
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,International,Freight,49242
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Arrival,International,Mail,684
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,Domestic,Freight,30561
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,Domestic,Mail,1814
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,International,Freight,31821
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Departure,International,Mail,869
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,Domestic,Freight,30781
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1501
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,International,Freight,55881
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Arrival,International,Mail,728
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,Domestic,Freight,32888
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,Domestic,Mail,3758
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,International,Freight,32434
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Departure,International,Mail,1136
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,Domestic,Freight,34354
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1435
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,International,Freight,60816
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Arrival,International,Mail,792
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,Domestic,Freight,31890
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,Domestic,Mail,2484
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,International,Freight,30358
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Departure,International,Mail,1227
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,Domestic,Freight,34683
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,Domestic,Mail,1793
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,International,Freight,50852
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Arrival,International,Mail,1064
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,Domestic,Freight,36207
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,Domestic,Mail,3284
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,International,Freight,31383
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Departure,International,Mail,1455
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,Domestic,Freight,27291
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1591
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,International,Freight,47221
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Arrival,International,Mail,748
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Departure,Domestic,Freight,29574
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Departure,Domestic,Mail,2623
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Departure,International,Freight,31271
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Departure,International,Mail,1072
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Arrival,Domestic,Freight,27245
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1224
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Arrival,International,Freight,49109
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Arrival,International,Mail,658
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Departure,Domestic,Freight,29338
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Departure,Domestic,Mail,2059
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Departure,International,Freight,31358
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Departure,International,Mail,1024
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Arrival,Domestic,Freight,29927
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1290
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Arrival,International,Freight,58165
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Arrival,International,Mail,665
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Departure,Domestic,Freight,33073
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Departure,Domestic,Mail,2245
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Departure,International,Freight,38680
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Departure,International,Mail,1176
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Arrival,Domestic,Freight,33434
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1422
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Arrival,International,Freight,61520
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Arrival,International,Mail,524
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Departure,Domestic,Freight,31904
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Departure,Domestic,Mail,2155
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Departure,International,Freight,33047
05/01/2014 12:00:00 AM,04/01/2010 12:00:00 AM,Departure,International,Mail,1314
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Arrival,Domestic,Freight,30876
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1251
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Arrival,International,Freight,61625
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Arrival,International,Mail,675
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Departure,Domestic,Freight,32777
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Departure,Domestic,Mail,2391
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Departure,International,Freight,36738
05/01/2014 12:00:00 AM,05/01/2010 12:00:00 AM,Departure,International,Mail,1987
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Arrival,Domestic,Freight,30960
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1164
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Arrival,International,Freight,59813
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Arrival,International,Mail,710
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Departure,Domestic,Freight,31980
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Departure,Domestic,Mail,2333
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Departure,International,Freight,38315
05/01/2014 12:00:00 AM,06/01/2010 12:00:00 AM,Departure,International,Mail,1718
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Arrival,Domestic,Freight,30959
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1103
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Arrival,International,Freight,60309
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Arrival,International,Mail,588
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Departure,Domestic,Freight,31251
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Departure,Domestic,Mail,2671
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Departure,International,Freight,37394
05/01/2014 12:00:00 AM,07/01/2010 12:00:00 AM,Departure,International,Mail,1624
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Arrival,Domestic,Freight,30993
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Arrival,Domestic,Mail,999
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Arrival,International,Freight,55334
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Arrival,International,Mail,572
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Departure,Domestic,Freight,30863
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Departure,Domestic,Mail,2332
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Departure,International,Freight,37311
05/01/2014 12:00:00 AM,08/01/2010 12:00:00 AM,Departure,International,Mail,1808
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Arrival,Domestic,Freight,30399
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1356
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Arrival,International,Freight,52108
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Arrival,International,Mail,589
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Departure,Domestic,Freight,31752
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Departure,Domestic,Mail,2340
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Departure,International,Freight,37008
05/01/2014 12:00:00 AM,09/01/2010 12:00:00 AM,Departure,International,Mail,1890
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Arrival,Domestic,Freight,32251
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1565
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Arrival,International,Freight,53766
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Arrival,International,Mail,637
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Departure,Domestic,Freight,34559
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Departure,Domestic,Mail,2526
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Departure,International,Freight,42190
05/01/2014 12:00:00 AM,10/01/2010 12:00:00 AM,Departure,International,Mail,1918
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Arrival,Domestic,Freight,30450
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Arrival,Domestic,Mail,1497
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Arrival,International,Freight,56125
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Arrival,International,Mail,454
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Departure,Domestic,Freight,31772
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Departure,Domestic,Mail,2693
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Departure,International,Freight,35626
05/01/2014 12:00:00 AM,11/01/2010 12:00:00 AM,Departure,International,Mail,1896
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Arrival,Domestic,Freight,34903
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Arrival,Domestic,Mail,2069
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Arrival,International,Freight,47371
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Arrival,International,Mail,673
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Departure,Domestic,Freight,36510
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Departure,Domestic,Mail,3646
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Departure,International,Freight,36321
05/01/2014 12:00:00 AM,12/01/2010 12:00:00 AM,Departure,International,Mail,2541
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Arrival,Domestic,Freight,28176
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1818
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Arrival,International,Freight,43452
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Arrival,International,Mail,510
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Departure,Domestic,Freight,28429
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Departure,Domestic,Mail,2517
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Departure,International,Freight,36008
05/01/2014 12:00:00 AM,01/01/2011 12:00:00 AM,Departure,International,Mail,1917
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Arrival,Domestic,Freight,26656
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1658
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Arrival,International,Freight,37030
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Arrival,International,Mail,492
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Departure,Domestic,Freight,28786
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Departure,Domestic,Mail,2360
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Departure,International,Freight,33970
05/01/2014 12:00:00 AM,02/01/2011 12:00:00 AM,Departure,International,Mail,1772
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Arrival,Domestic,Freight,31957
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1753
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Arrival,International,Freight,54594
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Arrival,International,Mail,537
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Departure,Domestic,Freight,33516
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Departure,Domestic,Mail,2678
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Departure,International,Freight,37436
05/01/2014 12:00:00 AM,03/01/2011 12:00:00 AM,Departure,International,Mail,2135
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Arrival,Domestic,Freight,27844
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1653
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Arrival,International,Freight,51792
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Arrival,International,Mail,514
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Departure,Domestic,Freight,29879
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Departure,Domestic,Mail,2873
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Departure,International,Freight,38672
05/01/2014 12:00:00 AM,04/01/2011 12:00:00 AM,Departure,International,Mail,1862
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Arrival,Domestic,Freight,28741
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1456
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Arrival,International,Freight,48279
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Arrival,International,Mail,513
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Departure,Domestic,Freight,29891
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Departure,Domestic,Mail,2523
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Departure,International,Freight,41927
05/01/2014 12:00:00 AM,05/01/2011 12:00:00 AM,Departure,International,Mail,1934
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Arrival,Domestic,Freight,29410
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1456
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Arrival,International,Freight,51925
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Arrival,International,Mail,619
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Departure,Domestic,Freight,31514
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Departure,Domestic,Mail,2388
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Departure,International,Freight,45423
05/01/2014 12:00:00 AM,06/01/2011 12:00:00 AM,Departure,International,Mail,1880
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Arrival,Domestic,Freight,28133
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1286
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Arrival,International,Freight,48674
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Arrival,International,Mail,525
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Departure,Domestic,Freight,29634
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Departure,Domestic,Mail,2102
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Departure,International,Freight,41794
05/01/2014 12:00:00 AM,07/01/2011 12:00:00 AM,Departure,International,Mail,2019
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Arrival,Domestic,Freight,29277
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1389
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Arrival,International,Freight,46225
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Arrival,International,Mail,522
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Departure,Domestic,Freight,31423
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Departure,Domestic,Mail,1414
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Departure,International,Freight,41351
05/01/2014 12:00:00 AM,08/01/2011 12:00:00 AM,Departure,International,Mail,2039
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Arrival,Domestic,Freight,29192
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1687
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Arrival,International,Freight,46465
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Arrival,International,Mail,555
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Departure,Domestic,Freight,31606
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Departure,Domestic,Mail,2165
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Departure,International,Freight,41014
05/01/2014 12:00:00 AM,09/01/2011 12:00:00 AM,Departure,International,Mail,2123
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Arrival,Domestic,Freight,30434
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1695
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Arrival,International,Freight,51532
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Arrival,International,Mail,577
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Departure,Domestic,Freight,32634
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Departure,Domestic,Mail,2579
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Departure,International,Freight,42798
05/01/2014 12:00:00 AM,10/01/2011 12:00:00 AM,Departure,International,Mail,2117
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Arrival,Domestic,Freight,30861
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Arrival,Domestic,Mail,1596
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Arrival,International,Freight,51700
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Arrival,International,Mail,632
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Departure,Domestic,Freight,33340
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Departure,Domestic,Mail,2357
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Departure,International,Freight,41147
05/01/2014 12:00:00 AM,11/01/2011 12:00:00 AM,Departure,International,Mail,2121
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Arrival,Domestic,Freight,32924
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Arrival,Domestic,Mail,2130
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Arrival,International,Freight,47398
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Arrival,International,Mail,817
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Departure,Domestic,Freight,35564
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Departure,Domestic,Mail,3422
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Departure,International,Freight,38754
05/01/2014 12:00:00 AM,12/01/2011 12:00:00 AM,Departure,International,Mail,2734
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Arrival,Domestic,Freight,27060
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Arrival,Domestic,Mail,2014
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Arrival,International,Freight,42489
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Arrival,International,Mail,531
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Departure,Domestic,Freight,29735
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Departure,Domestic,Mail,2823
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Departure,International,Freight,33399
05/01/2014 12:00:00 AM,01/01/2012 12:00:00 AM,Departure,International,Mail,1992
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Arrival,Domestic,Freight,28181
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Arrival,Domestic,Mail,1788
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Arrival,International,Freight,45230
05/01/2014 12:00:00 AM,02/01/2012 12:00:00 AM,Arrival,International,Mail,514
